conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:2014_conv:4029,1,grateful,I thank God everyday for the wife I have.,75,I thank God everyday for the wife I have,4|5|4_5|5|5,
hit:2014_conv:4029,2,grateful,I thank God everyday for the wife I have.,237,You must be taking good care of her in and out if you know what I mean,4|5|4_5|5|5,
hit:2014_conv:4029,3,grateful,I thank God everyday for the wife I have.,75,Yes_comma_ but she actually takes even better care of me and that is why i am so grateful ,4|5|4_5|5|5,
hit:2014_conv:4029,4,grateful,I thank God everyday for the wife I have.,237,I hope you can make her realize how grateful you are by being faithful,4|5|4_5|5|5,
hit:2192_conv:4384,1,grateful,I'm grateful for a roof over my head.,220,In these uncertain times_comma_ it's easy to be happy that I have a roof over my head.,5|5|5_5|5|5,
hit:2192_conv:4384,2,grateful,I'm grateful for a roof over my head.,27,That is so true. ,5|5|5_5|5|5,
hit:2192_conv:4384,3,grateful,I'm grateful for a roof over my head.,220,I think we can find little things to be thankful for wherever we look.,5|5|5_5|5|5,
hit:2192_conv:4384,4,grateful,I'm grateful for a roof over my head.,27,I am thankful for every day I get to spend with my children. ,5|5|5_5|5|5,
hit:2221_conv:4442,1,grateful,I woke up today and took a warm hot shower. I was so thankful for warm water_comma_ let alone being able to shower. ,269,I woke up today and took a warm hot shower. I was so thankful for warm water_comma_ let alone being able to shower. ,5|5|5_5|5|5,
hit:2221_conv:4442,2,grateful,I woke up today and took a warm hot shower. I was so thankful for warm water_comma_ let alone being able to shower. ,267,It is great to appreciate the things that we often take for granted,5|5|5_5|5|5,
hit:2221_conv:4442,3,grateful,I woke up today and took a warm hot shower. I was so thankful for warm water_comma_ let alone being able to shower. ,269,I know_comma_ I try to be a lot more grateful everyday because you never know when you might lose it all.,5|5|5_5|5|5,
hit:2221_conv:4442,4,grateful,I woke up today and took a warm hot shower. I was so thankful for warm water_comma_ let alone being able to shower. ,267,That is true. It makes some of our trivial problems seem so insignificant,5|5|5_5|5|5,
hit:2342_conv:4685,1,grateful,I am grateful for my girlfriend_comma_ she is one of a kind,10,I am grateful for my girlfriend_comma_ she is one of a kind,5|5|5_5|5|5,
hit:2342_conv:4685,2,grateful,I am grateful for my girlfriend_comma_ she is one of a kind,1,she's a lucky girl.,5|5|5_5|5|5,
hit:2342_conv:4685,3,grateful,I am grateful for my girlfriend_comma_ she is one of a kind,10,Haha_comma_ thank you!,5|5|5_5|5|5,
hit:2342_conv:4685,4,grateful,I am grateful for my girlfriend_comma_ she is one of a kind,1,Not a lot of guys say nice things about their girlfriends behind their back_comma_ haha!,5|5|5_5|5|5,
hit:2350_conv:4700,1,grateful,I'm really happy to have the family I do.,1,I'm really happy to have the family I do.,5|5|5_5|5|5,
hit:2350_conv:4700,2,grateful,I'm really happy to have the family I do.,10,Good_comma_ how big is your family?,5|5|5_5|5|5,
hit:2350_conv:4700,3,grateful,I'm really happy to have the family I do.,1,More than a handful.,5|5|5_5|5|5,
hit:2350_conv:4700,4,grateful,I'm really happy to have the family I do.,10,How about your immediate family?,5|5|5_5|5|5,
hit:2638_conv:5276,1,grateful,I feel grateful that I have a new job that can help me pay for things that we need.,160,I am so thankful I got a new job making more money.,5|5|5_5|5|5,
hit:2638_conv:5276,2,grateful,I feel grateful that I have a new job that can help me pay for things that we need.,366,That's cool! Has it been a good transition?,5|5|5_5|5|5,
hit:2638_conv:5276,3,grateful,I feel grateful that I have a new job that can help me pay for things that we need.,160,I start today.. but I am just glad I have a way to help pay the bills .. I was worried I wouldn't find a good job.,5|5|5_5|5|5,
hit:2638_conv:5276,4,grateful,I feel grateful that I have a new job that can help me pay for things that we need.,366,It can be stressful sometimes. I am glad to hear you found something good.,5|5|5_5|5|5,
hit:2723_conv:5446,1,grateful,I was having dinner and just praised the Lord for it.,59,Hi_comma_ I was having dinner yesterday and just stopped for a moment to thank the Lord.,2|4|5_5|4|5,<HI>
hit:2723_conv:5446,2,grateful,I was having dinner and just praised the Lord for it.,406,That is gracious of you. I haven't done that in awhile.,2|4|5_5|4|5,
hit:2723_conv:5446,3,grateful,I was having dinner and just praised the Lord for it.,59,You should do it more often_comma_ I was thankful to have food on the table!,2|4|5_5|4|5,
hit:2723_conv:5446,4,grateful,I was having dinner and just praised the Lord for it.,406,I agree,2|4|5_5|4|5,
hit:2896_conv:5792,1,grateful,My neighbor returned my owl that ran away. I was so grateful.,209,My owl ran away yesterday_comma_ but my neighbor managed to find it!,3|3|5_5|5|5,
hit:2896_conv:5792,2,grateful,My neighbor returned my owl that ran away. I was so grateful.,264,what a joy ... as it is called,3|3|5_5|5|5,
hit:2896_conv:5792,3,grateful,My neighbor returned my owl that ran away. I was so grateful.,209,Yes! I have had that owl for 25 years. Would've been a tragedy if I didn't get her back.,3|3|5_5|5|5,
hit:2896_conv:5792,4,grateful,My neighbor returned my owl that ran away. I was so grateful.,264,Thank God ... that's good,3|3|5_5|5|5,
hit:2922_conv:5844,1,grateful,I am so happy that everything is finally falling into place. I am finally in a good place.,27,Everything is falling into place for me.,5|5|5_5|5|5,
hit:2922_conv:5844,2,grateful,I am so happy that everything is finally falling into place. I am finally in a good place.,269,I bet that is a great feeling,5|5|5_5|5|5,
hit:2922_conv:5844,3,grateful,I am so happy that everything is finally falling into place. I am finally in a good place.,27,It is. I was having a hard time bored,5|5|5_5|5|5,
hit:2922_conv:5844,4,grateful,I am so happy that everything is finally falling into place. I am finally in a good place.,269,Well at least things are starting to look positive for you!,5|5|5_5|5|5,
hit:2922_conv:5844,5,grateful,I am so happy that everything is finally falling into place. I am finally in a good place.,27,I know I just have to keep it up and be optimistic.,5|5|5_5|5|5,
hit:2989_conv:5978,1,grateful,I am glad I got over my fear of trying new foods. I found a whole worl d of goodies.,262,I used to only eat microwaveable food.,5|5|5_5|5|5,
hit:2989_conv:5978,2,grateful,I am glad I got over my fear of trying new foods. I found a whole worl d of goodies.,269,That can be very unhealthy for you but it's so convenient,5|5|5_5|5|5,
hit:2989_conv:5978,3,grateful,I am glad I got over my fear of trying new foods. I found a whole worl d of goodies.,262,I know. I have been trying new foods though. I am so glad I did too,5|5|5_5|5|5,
hit:2989_conv:5978,4,grateful,I am glad I got over my fear of trying new foods. I found a whole worl d of goodies.,269,Yeah that stuff is addicting,5|5|5_5|5|5,
hit:2989_conv:5978,5,grateful,I am glad I got over my fear of trying new foods. I found a whole worl d of goodies.,262,That is so true! I am a real foodie now.,5|5|5_5|5|5,
hit:3233_conv:6466,1,grateful,My mom is doing her best to put me through college on her own. She raised me and my brother by herself_comma_ and while doing so she put enough aside to cover a chunk of my college expenses somehow. I guess she invested some of they money her grandparents left her_comma_ and it turned out to really pay off. She surprised me with this and I had no idea she was going to do that. I don't deserve her.,273,My mom is doing her best to put me through college on her own. She raised me and my brother by herself_comma_ and while doing so she put enough aside to cover a chunk of my college expenses somehow. I guess she invested some of they money her grandparents left her_comma_ and it turned out to really pay off. She surprised me with this and I had no idea she was going to do that. I don't deserve her.,4|4|4_5|5|5,
hit:3233_conv:6466,2,grateful,My mom is doing her best to put me through college on her own. She raised me and my brother by herself_comma_ and while doing so she put enough aside to cover a chunk of my college expenses somehow. I guess she invested some of they money her grandparents left her_comma_ and it turned out to really pay off. She surprised me with this and I had no idea she was going to do that. I don't deserve her.,262,Your mom is awesome,4|4|4_5|5|5,
hit:3233_conv:6466,3,grateful,My mom is doing her best to put me through college on her own. She raised me and my brother by herself_comma_ and while doing so she put enough aside to cover a chunk of my college expenses somehow. I guess she invested some of they money her grandparents left her_comma_ and it turned out to really pay off. She surprised me with this and I had no idea she was going to do that. I don't deserve her.,273,She is! I try to tell her as much as I can. But she's very humble_comma_ so she doesn't pay attention to it. I've been trying to strategize on ideas of how I can properly show her that I appreciate all that she's done. It feels like everything would be too little a sentiment.,4|4|4_5|5|5,
hit:3233_conv:6466,4,grateful,My mom is doing her best to put me through college on her own. She raised me and my brother by herself_comma_ and while doing so she put enough aside to cover a chunk of my college expenses somehow. I guess she invested some of they money her grandparents left her_comma_ and it turned out to really pay off. She surprised me with this and I had no idea she was going to do that. I don't deserve her.,262,Maybe you should go on a trip together,4|4|4_5|5|5,
hit:3238_conv:6477,1,grateful,Just got a new job after being without one for a couple months now.,1,Just got a new job after being without one for a couple months now.,5|5|5_2|5|5,
hit:3238_conv:6477,2,grateful,Just got a new job after being without one for a couple months now.,296,That is great! Being without a job can be very scary,5|5|5_2|5|5,
hit:3238_conv:6477,3,grateful,Just got a new job after being without one for a couple months now.,1,Thank you. Yea. It was very scary and stressful.,5|5|5_2|5|5,
hit:3238_conv:6477,4,grateful,Just got a new job after being without one for a couple months now.,296,What kind of job is it?,5|5|5_2|5|5,
hit:3382_conv:6764,1,grateful,I was walking into school and my friend suddenly told me that there was a pop quiz in physics. I studied for a while before I went into the class and surely enough there was a quiz_comma_ so I was very happy that she told me.,55,I was so glad that my friend told me something right as I was walking into school.,5|5|5_5|5|5,
hit:3382_conv:6764,2,grateful,I was walking into school and my friend suddenly told me that there was a pop quiz in physics. I studied for a while before I went into the class and surely enough there was a quiz_comma_ so I was very happy that she told me.,326,Why_comma_ what did he tell you?,5|5|5_5|5|5,
hit:3382_conv:6764,3,grateful,I was walking into school and my friend suddenly told me that there was a pop quiz in physics. I studied for a while before I went into the class and surely enough there was a quiz_comma_ so I was very happy that she told me.,55,She told me that we were gonna have a pop quiz in physics that day and we did so I was more prepared for it because of what she said.,5|5|5_5|5|5,
hit:3382_conv:6764,4,grateful,I was walking into school and my friend suddenly told me that there was a pop quiz in physics. I studied for a while before I went into the class and surely enough there was a quiz_comma_ so I was very happy that she told me.,326,She must really be a good friend_comma_ how are you repaying here?,5|5|5_5|5|5,
hit:3382_conv:6764,5,grateful,I was walking into school and my friend suddenly told me that there was a pop quiz in physics. I studied for a while before I went into the class and surely enough there was a quiz_comma_ so I was very happy that she told me.,55,I just helped her with some homework.,5|5|5_5|5|5,
hit:3645_conv:7290,1,grateful,I don't have a car anymore but I am content with that. Everything I need is within walking distance so whatever.,269,I don't have a car anymore but I am content with that. Everything I need is within walking distance so whatever.,5|5|5_5|5|5,
hit:3645_conv:7290,2,grateful,I don't have a car anymore but I am content with that. Everything I need is within walking distance so whatever.,286,Well that's good to hear. Some people's lives depend on their vehicles and it would be a lot worse on them.,5|5|5_5|5|5,
hit:3645_conv:7290,3,grateful,I don't have a car anymore but I am content with that. Everything I need is within walking distance so whatever.,269,Yeah_comma_ I am grateful at the moment,5|5|5_5|5|5,
hit:3645_conv:7290,4,grateful,I don't have a car anymore but I am content with that. Everything I need is within walking distance so whatever.,286,Are you saving up for another car?,5|5|5_5|5|5,
hit:3847_conv:7695,1,grateful,There is a local cafe near me_comma_ and they're always offering free coffee to people even if they don't buy anything.,1,There is a local cafe near me_comma_ and they're always offering free coffee to people even if they don't buy anything.,5|5|5_5|5|5,
hit:3847_conv:7695,2,grateful,There is a local cafe near me_comma_ and they're always offering free coffee to people even if they don't buy anything.,284,That is so nice I would get a cup daily if it was close to me.,5|5|5_5|5|5,
hit:3847_conv:7695,3,grateful,There is a local cafe near me_comma_ and they're always offering free coffee to people even if they don't buy anything.,1,I always get a cup and sandwich. They are truly something.,5|5|5_5|5|5,
hit:3847_conv:7695,4,grateful,There is a local cafe near me_comma_ and they're always offering free coffee to people even if they don't buy anything.,284,How are they making money off what they are known for though if they give it away for free?,5|5|5_5|5|5,
hit:3875_conv:7751,1,grateful,I'm so glad I'm able to pay my bills now.,1,I'm so glad I'm able to pay my bills now.,5|5|5_5|5|5,
hit:3875_conv:7751,2,grateful,I'm so glad I'm able to pay my bills now.,469,Yeah? That's awesome! Do you have a new job?,5|5|5_5|5|5,
hit:3875_conv:7751,3,grateful,I'm so glad I'm able to pay my bills now.,1,No_comma_ same job actually. They gave me a pay bump!,5|5|5_5|5|5,
hit:3875_conv:7751,4,grateful,I'm so glad I'm able to pay my bills now.,469,Sweet! I'm happy for you! That must be nice.,5|5|5_5|5|5,
hit:3897_conv:7795,1,grateful,I once found a 100 dollar bill on the ground_comma_  I needed it so bad.,445,I once found money in the parking lot of a gas station. I needed it so bad I kept it.,5|5|5_5|5|5,
hit:3897_conv:7795,2,grateful,I once found a 100 dollar bill on the ground_comma_  I needed it so bad.,1,Sometimes when we're in a bad situation_comma_ we do things we wouldn't normally do.,5|5|5_5|5|5,
hit:3897_conv:7795,3,grateful,I once found a 100 dollar bill on the ground_comma_  I needed it so bad.,445,Thats true_comma_  I like to think I am a good person.  But I had to take the opportunity to get ahead.,5|5|5_5|5|5,
hit:3897_conv:7795,4,grateful,I once found a 100 dollar bill on the ground_comma_  I needed it so bad.,1,How much was it?,5|5|5_5|5|5,
hit:3964_conv:7928,1,grateful,My friend bought me dinner tonight. I was very thankful,126,My friend bought me dinner tonight. I was very thankful,4|4|5_4|5|5,
hit:3964_conv:7928,2,grateful,My friend bought me dinner tonight. I was very thankful,294,It's nice to have generous friends.  Did you have something good?,4|4|5_4|5|5,
hit:3964_conv:7928,3,grateful,My friend bought me dinner tonight. I was very thankful,126,It was steak,4|4|5_4|5|5,
hit:3964_conv:7928,4,grateful,My friend bought me dinner tonight. I was very thankful,294,Ohhh_comma_ delicious. ,4|4|5_4|5|5,
hit:4149_conv:8299,1,grateful,I lost my car keys and someone returned them to the bar.,244,I lost my car keys and someone returned them to the bar.,5|5|5_4|3|5,
hit:4149_conv:8299,2,grateful,I lost my car keys and someone returned them to the bar.,322,That must be a relief.,5|5|5_4|3|5,
hit:4149_conv:8299,3,grateful,I lost my car keys and someone returned them to the bar.,244,It was.  It also had my keyring with *all* of my keys,5|5|5_4|3|5,
hit:4149_conv:8299,4,grateful,I lost my car keys and someone returned them to the bar.,322,Maybe next time you should take a taxi.,5|5|5_4|3|5,
hit:4149_conv:8299,5,grateful,I lost my car keys and someone returned them to the bar.,244,Or an uber good idea,5|5|5_4|3|5,
hit:4194_conv:8388,1,grateful,My air conditioner in my home broke over the weekend.  I found a repairman who was able to come and fix it today. Only took one hour.,274,The a/c in my house wasn't working this weekend.,5|5|5_5|5|5,
hit:4194_conv:8388,2,grateful,My air conditioner in my home broke over the weekend.  I found a repairman who was able to come and fix it today. Only took one hour.,10,Is it hot where you live?,5|5|5_5|5|5,
hit:4194_conv:8388,3,grateful,My air conditioner in my home broke over the weekend.  I found a repairman who was able to come and fix it today. Only took one hour.,274,not too bad right now but it gets really hot ,5|5|5_5|5|5,
hit:4194_conv:8388,4,grateful,My air conditioner in my home broke over the weekend.  I found a repairman who was able to come and fix it today. Only took one hour.,10,I get that_comma_ I am sure it is not fun regardless,5|5|5_5|5|5,
hit:4246_conv:8492,1,grateful,I am so lucky to have the things I have.  My 10 bedroom house_comma_ my cars_comma_ my bus.  ,160,I am so lucky to have the things I have. My 10 bedroom house_comma_ my cars_comma_ my bus,5|5|5_5|5|5,
hit:4246_conv:8492,2,grateful,I am so lucky to have the things I have.  My 10 bedroom house_comma_ my cars_comma_ my bus.  ,322,Wow_comma_ it sounds like you have a lot to be grateful for.,5|5|5_5|5|5,
hit:4246_conv:8492,3,grateful,I am so lucky to have the things I have.  My 10 bedroom house_comma_ my cars_comma_ my bus.  ,160,Indeed.  Last week I got to go to Bora Bora too.  I am truly blessed.,5|5|5_5|5|5,
hit:4246_conv:8492,4,grateful,I am so lucky to have the things I have.  My 10 bedroom house_comma_ my cars_comma_ my bus.  ,322,I am so happy for you.,5|5|5_5|5|5,
hit:4407_conv:8815,1,grateful,most people cant find a job_comma_ im just happy im working,321,most people around my neighborhood cant find jobs _comma_ im just really happy i already have a job,5|5|5_5|5|5,
hit:4407_conv:8815,2,grateful,most people cant find a job_comma_ im just happy im working,209,That's really good for you. What kind of job do you have?,5|5|5_5|5|5,
hit:4407_conv:8815,3,grateful,most people cant find a job_comma_ im just happy im working,321,stocking an art department _comma_ and carry out furniture for customers ,5|5|5_5|5|5,
hit:4407_conv:8815,4,grateful,most people cant find a job_comma_ im just happy im working,209,That sounds like a really neat job. Are you going to get a promotion soon?,5|5|5_5|5|5,
hit:4644_conv:9289,1,grateful,I sure am glad that we live in a free country.,226,I sure am glad that we live in a free country.,4|4|4_5|5|5,
hit:4644_conv:9289,2,grateful,I sure am glad that we live in a free country.,220,Me too_comma_  is there anything in particular you appreciate the most?,4|4|4_5|5|5,
hit:4644_conv:9289,3,grateful,I sure am glad that we live in a free country.,226,I am thankful for so many things. But I really appreciate our ability to worship as we see fit.,4|4|4_5|5|5,
hit:4644_conv:9289,4,grateful,I sure am glad that we live in a free country.,220,That's definitely a plus for us.,4|4|4_5|5|5,
hit:4705_conv:9410,1,grateful,i am glad i have a better car now_comma_ not the old one i had where i had to spend money to fix every 5 months,271,so happy i can afford a better car_comma_ my old car i had to fix every 5 months,5|5|5_5|5|5,
hit:4705_conv:9410,2,grateful,i am glad i have a better car now_comma_ not the old one i had where i had to spend money to fix every 5 months,11,Thats awesome!!! you will save a lot of money for sure. ,5|5|5_5|5|5,
hit:4705_conv:9410,3,grateful,i am glad i have a better car now_comma_ not the old one i had where i had to spend money to fix every 5 months,271,yes the car was worth 3500 and i use to spend around another 2000 a year just fixin git,5|5|5_5|5|5,
hit:4705_conv:9410,4,grateful,i am glad i have a better car now_comma_ not the old one i had where i had to spend money to fix every 5 months,11,Yup thats how it is sure a car payment is expensive but it pretty much saves you money in the long haul and looks a lot nicer! ,5|5|5_5|5|5,
hit:4725_conv:9450,1,grateful,I am so happy my boyfriend and I got back together. We are going to get married. I just know it,262,I glad my boyfriend and I reconciled,5|5|5_5|5|5,
hit:4725_conv:9450,2,grateful,I am so happy my boyfriend and I got back together. We are going to get married. I just know it,288,Oh! That's great to hear. What were you fighting about?,5|5|5_5|5|5,
hit:4725_conv:9450,3,grateful,I am so happy my boyfriend and I got back together. We are going to get married. I just know it,262,I cant even remember. It was so dumb. I hope we get married.,5|5|5_5|5|5,
hit:4725_conv:9450,4,grateful,I am so happy my boyfriend and I got back together. We are going to get married. I just know it,288,It's normal to fight about things as a couple_comma_ but I would wait a little longer before you decide to get married :),5|5|5_5|5|5,
hit:4725_conv:9450,5,grateful,I am so happy my boyfriend and I got back together. We are going to get married. I just know it,262,Wishful thinking lol,5|5|5_5|5|5,
hit:4793_conv:9586,1,grateful,My best friend came over and cleaned my entire house while I was sick with the flu. She is the best!,99,My best friend came over and cleaned my entire house while I was sick with the flu. ,5|5|5_5|5|5,
hit:4793_conv:9586,2,grateful,My best friend came over and cleaned my entire house while I was sick with the flu. She is the best!,291,That is very nice. Did you feel better after that?,5|5|5_5|5|5,
hit:4793_conv:9586,3,grateful,My best friend came over and cleaned my entire house while I was sick with the flu. She is the best!,99,She is the best. I did feel better after that.,5|5|5_5|5|5,
hit:4793_conv:9586,4,grateful,My best friend came over and cleaned my entire house while I was sick with the flu. She is the best!,291,That is very good and I am glad!,5|5|5_5|5|5,
hit:4958_conv:9916,1,grateful,I did not have enough money to take my son back to school shopping. My mom took him shopping yesterday and got all his supplies and clothes. I am so lucky.,243,I did not have enough money to take my son back to school shopping.,5|5|5_4|4|4,
hit:4958_conv:9916,2,grateful,I did not have enough money to take my son back to school shopping. My mom took him shopping yesterday and got all his supplies and clothes. I am so lucky.,317,im sorry about that! Did your son start school already?,5|5|5_4|4|4,
hit:4958_conv:9916,3,grateful,I did not have enough money to take my son back to school shopping. My mom took him shopping yesterday and got all his supplies and clothes. I am so lucky.,243,He starts next week. My mom took him yesterday and got all his supplies and some new clothes.,5|5|5_4|4|4,
hit:4958_conv:9916,4,grateful,I did not have enough money to take my son back to school shopping. My mom took him shopping yesterday and got all his supplies and clothes. I am so lucky.,317,Thats great. Thats good to hear,5|5|5_4|4|4,
hit:4995_conv:9990,1,grateful,I'm grateful for my community.  It's very tight nit and friendly_comma_ always looking out for each other!,448,I'm grateful for the community I live in.  Everyone is so friendly!,5|5|5_5|5|5,
hit:4995_conv:9990,2,grateful,I'm grateful for my community.  It's very tight nit and friendly_comma_ always looking out for each other!,463,i live in a small town too. i grew up in a big city so the change is very welcome,5|5|5_5|5|5,
hit:4995_conv:9990,3,grateful,I'm grateful for my community.  It's very tight nit and friendly_comma_ always looking out for each other!,448,Which one do you prefer over the other?,5|5|5_5|5|5,
hit:4995_conv:9990,4,grateful,I'm grateful for my community.  It's very tight nit and friendly_comma_ always looking out for each other!,463,small town country life is much more my speed,5|5|5_5|5|5,
hit:5117_conv:10235,1,grateful,I am so happy my kids still love school. It makes it so easy in the morning,27,MY ids still love going to school.,5|5|5_5|5|5,
hit:5117_conv:10235,2,grateful,I am so happy my kids still love school. It makes it so easy in the morning,530,That's great! I wish mine did but they're dreading their first day back tomorrow.,5|5|5_5|5|5,
hit:5117_conv:10235,3,grateful,I am so happy my kids still love school. It makes it so easy in the morning,27,It so easy in the morning now. I know its not going to last though lol,5|5|5_5|5|5,
hit:5117_conv:10235,4,grateful,I am so happy my kids still love school. It makes it so easy in the morning,530,Maybe it will_comma_ I'll keep my fingers crossed for you!,5|5|5_5|5|5,
hit:5117_conv:10235,5,grateful,I am so happy my kids still love school. It makes it so easy in the morning,27,Me too,5|5|5_5|5|5,
hit:5126_conv:10252,1,grateful,I had to dog-watch my neighbors dogs this weekend. It was really easy_comma_ and I stayed at her house during the day since she was out of town_comma_ and it was peaceful and let me get work done. When she came back_comma_ she gave me $100! I would have done it for free. She's too nice.,273,I had to dog-watch my neighbors dogs this weekend. It was really easy_comma_ and I stayed at her house during the day since she was out of town_comma_ and it was peaceful and let me get work done. When she came back_comma_ she gave me $100! I would have done it for free. She's too nice.,3|5|5_5|5|5,
hit:5126_conv:10252,2,grateful,I had to dog-watch my neighbors dogs this weekend. It was really easy_comma_ and I stayed at her house during the day since she was out of town_comma_ and it was peaceful and let me get work done. When she came back_comma_ she gave me $100! I would have done it for free. She's too nice.,4,That was very nice of her. What did you do with the money?,3|5|5_5|5|5,
hit:5126_conv:10252,3,grateful,I had to dog-watch my neighbors dogs this weekend. It was really easy_comma_ and I stayed at her house during the day since she was out of town_comma_ and it was peaceful and let me get work done. When she came back_comma_ she gave me $100! I would have done it for free. She's too nice.,273,Haven't done anything with it yet. College semester starts_comma_ so I'll probably use it to buy one of my textbooks. And yeah_comma_ she totally didn't have to do that... I feel kind of bad_comma_ especially because of how easy it was to do.,3|5|5_5|5|5,
hit:5126_conv:10252,4,grateful,I had to dog-watch my neighbors dogs this weekend. It was really easy_comma_ and I stayed at her house during the day since she was out of town_comma_ and it was peaceful and let me get work done. When she came back_comma_ she gave me $100! I would have done it for free. She's too nice.,4,That is a good use of the 100 bucks. I am sure you will pay it forward at some point.,3|5|5_5|5|5,
hit:5209_conv:10418,1,grateful,The food was done on time this week.,9,The food was done on time this week!,5|5|5_2|4|4,
hit:5209_conv:10418,2,grateful,The food was done on time this week.,294,That is awesome.  it is great when a schedule works out.,5|5|5_2|4|4,
hit:5209_conv:10418,3,grateful,The food was done on time this week.,9,Food is the gateway to life.,5|5|5_2|4|4,
hit:5209_conv:10418,4,grateful,The food was done on time this week.,294,You know that's right.  I love food_comma_ although I just recently became a vegan.,5|5|5_2|4|4,
hit:5369_conv:10738,1,grateful,I had my yearly evaluation and it went really well. They even gave me a raise. It was very nice of them to do that.,297,I just received a raise at my one year evaluation. It is so nice to know that they value their employees. It makes me want to continue to do well at work.,4|4|4_5|5|5,
hit:5369_conv:10738,2,grateful,I had my yearly evaluation and it went really well. They even gave me a raise. It was very nice of them to do that.,244,That's good to hear.  Is there any chance of promotion in the future.,4|4|4_5|5|5,
hit:5369_conv:10738,3,grateful,I had my yearly evaluation and it went really well. They even gave me a raise. It was very nice of them to do that.,297,I can definitely see upward mobility. This raise makes me want to stick around and work to achieve a higher status. I really appreciate them.,4|4|4_5|5|5,
hit:5369_conv:10738,4,grateful,I had my yearly evaluation and it went really well. They even gave me a raise. It was very nice of them to do that.,244,Are they hiring? I could use a new job. ,4|4|4_5|5|5,
hit:5395_conv:10790,1,grateful,I moved out of state recently. My aunt and uncle were very kind and gave me $1_comma_000 to help out.,542,My uncle helped me out with $1_comma_000 when moving out of state recently.,4|5|5_5|5|5,
hit:5395_conv:10790,2,grateful,I moved out of state recently. My aunt and uncle were very kind and gave me $1_comma_000 to help out.,44,thats awesome i bet you were very thankful,4|5|5_5|5|5,
hit:5395_conv:10790,3,grateful,I moved out of state recently. My aunt and uncle were very kind and gave me $1_comma_000 to help out.,542,Yeah_comma_ for sure. I'm not sure I could have really done it without some help.,4|5|5_5|5|5,
hit:5395_conv:10790,4,grateful,I moved out of state recently. My aunt and uncle were very kind and gave me $1_comma_000 to help out.,44,thats what family is for,4|5|5_5|5|5,
hit:5395_conv:10790,5,grateful,I moved out of state recently. My aunt and uncle were very kind and gave me $1_comma_000 to help out.,542,It really is great to have family that cares. Things like this really make you remember it.,4|5|5_5|5|5,
hit:5411_conv:10823,1,grateful,On my birthday my parents give me a decent sized check. It helps pay for bills and debt_comma_ I am so appreciative of it,506,On my birthday my parents give me a decent sized check,5|5|5_5|5|5,
hit:5411_conv:10823,2,grateful,On my birthday my parents give me a decent sized check. It helps pay for bills and debt_comma_ I am so appreciative of it,301,Thats awesome. I love getting money as a gift.  Then you get to spend it how you want,5|5|5_5|5|5,
hit:5411_conv:10823,3,grateful,On my birthday my parents give me a decent sized check. It helps pay for bills and debt_comma_ I am so appreciative of it,506,It helps pay for bills and debt_comma_ I am so appreciative of it,5|5|5_5|5|5,
hit:5411_conv:10823,4,grateful,On my birthday my parents give me a decent sized check. It helps pay for bills and debt_comma_ I am so appreciative of it,301,Paying off debt is where i am now.  its hard work_comma_ but so worth it,5|5|5_5|5|5,
hit:5440_conv:10881,1,grateful,The other day we were driving in downtown and my daughter noticed a homeless man. She wanted to buy him a sandwich. I am so grateful for her generosity. ,544,The other day_comma_ my daughter decided we needed to take a homeless man a sandwich. I'm so grateful for her kind spirit.,4|5|5_5|5|5,
hit:5440_conv:10881,2,grateful,The other day we were driving in downtown and my daughter noticed a homeless man. She wanted to buy him a sandwich. I am so grateful for her generosity. ,119,That's really generous of her.  She'll grow up to have pretty good karma ,4|5|5_5|5|5,
hit:5440_conv:10881,3,grateful,The other day we were driving in downtown and my daughter noticed a homeless man. She wanted to buy him a sandwich. I am so grateful for her generosity. ,544,I am sure she will. Have you experienced a situation like that before?,4|5|5_5|5|5,
hit:5440_conv:10881,4,grateful,The other day we were driving in downtown and my daughter noticed a homeless man. She wanted to buy him a sandwich. I am so grateful for her generosity. ,119,Yes.  I once helped out a friend in a car wreck.  A month later I got a flat tire changed for free,4|5|5_5|5|5,
hit:5440_conv:10881,5,grateful,The other day we were driving in downtown and my daughter noticed a homeless man. She wanted to buy him a sandwich. I am so grateful for her generosity. ,544,Great act of kindness don't go unnoticed.,4|5|5_5|5|5,
hit:5823_conv:11647,1,grateful,I pass my driving test and knew I would never have to take lessons again! ,552,I passed my driving test_comma_ I never have to take another lesson again!,4|4|4_5|5|5,
hit:5823_conv:11647,2,grateful,I pass my driving test and knew I would never have to take lessons again! ,59,Good job! You must feel so proud of yourself! ,4|4|4_5|5|5,
hit:5823_conv:11647,3,grateful,I pass my driving test and knew I would never have to take lessons again! ,552,I'm over the moon_comma_ can't wait to tell everyone!,4|4|4_5|5|5,
hit:5823_conv:11647,4,grateful,I pass my driving test and knew I would never have to take lessons again! ,59,You should go out for dinner and celebrate!,4|4|4_5|5|5,
hit:5823_conv:11647,5,grateful,I pass my driving test and knew I would never have to take lessons again! ,552,I think I will_comma_ it's important to celebrate achievements in life!,4|4|4_5|5|5,
hit:5836_conv:11672,1,grateful,I received a late birthday gift from a friend and it was exactly what I needed,397,I received a late birthday gift from a friend and it was exactly what I needed,5|5|5_5|5|5,
hit:5836_conv:11672,2,grateful,I received a late birthday gift from a friend and it was exactly what I needed,322,That is very nice of your friend.,5|5|5_5|5|5,
