context,prompt,first_utterance
grateful,I accidently left my purse in the shopping cart and drove off_comma_ when I returned someone had returned it to the store's lost and found.,I have to shop after work and I can be really spacy_comma_ one time I left my purse in the shopping cart with all my cards and phone in it.
grateful,I had a flat tire while driving on the interstate. A nice man stopped to help me.,I had a flat tire while driving on the interstate. A nice man stopped to help me
grateful,thankful that during a fire i still kept my home,A few weeks ago there was a fire in our electrical panel.
grateful,My car ran out of gas on the side of the road near my house as I was going to work that morning. I called a friend and he came by to give my car some gas despite also having work that day.,One time my car ran out of gas on the side of the road and a friend helped me by getting gas for me.
grateful,I felt grateful when my dad helped me get a new car. He was there with me the whole time,I was grateful when my dad helped me buy a car. He was there the entire time
grateful,I am grateful for my parents_comma_ they help me out with so much,I am grateful for my parents_comma_ they help me out with so much
grateful,I was happy when I found my dog,I was happy when I found my dog
grateful,I feel like these days my life keeps just getting better and better.  I'm a beginning entrepreneur and for the first time paid my full rent with 100% self-employment cash.,My life is pretty awesome.  I'm new to the entrepreneur life and just paid my full rent with 100% self-employed profit.
grateful,I was feeling rather hungry and then my friend gave me some food!,I was getting home from work one day and was feeling hungry. I wasn't able to eat at lunch break at work. When I got to my house a friend of mine was there and had pizza!
grateful,I am incredibly lucky to have a stranger return my new phone when I lost it on the bus.,I am incredibly lucky to have a stranger return my new phone when I lost it on the bus.
grateful,I was thankful when i found my dog!,I was thankful when i found my dog!
grateful,I once was short on rent and my parents gave me a little money to help me out. I am really happy my parents support me at times when they don't have too.,I didn't have enough money to pay my rent last week.
grateful,A kind man from my community brought my dog back when she escaped last week.,My dog escaped my yard last week and got pretty far_comma_ I was worried!
grateful,I am so happy I am an independent woman. It took a while but I'm here.,I love being independent.
grateful,My ride home from school decided to leave early. I ended up having to call my grandma to get him. She was very nice enough to do that for me.,Back in high school i ran the game club. My normal ride made left me early.
grateful,I am so fortunate to have a great mother.,I am so fortunate to have a good mother.
grateful,Last week_comma_ I lost my driver's license while I was out in about. Turns out_comma_ I left it on top of my car. My neighbor returned it and I was so thankful.,So_comma_ last week_comma_ I thought I lost my driver's license...it was a bad day.
grateful,I was on my way to work and got a flat tire. Someone stopped and helped me change it. I was able to make it to work on time.,Last week I got a flat tire on my way to work.
grateful,I am so happy all of my children were born healthy. Everyone isnt so lucky,Im so happy my children were born healthy.
grateful,It's always nice to know that I have such good friends to help me when I feel down. It's truly wonderful to know you have people to turn to,I was having a bad day yesterday_comma_ but my friends were there to help cheer me up. It's nice to know I can rely on people when I need to
grateful,thankful for my family_comma_ thankful to have a roof over my head in these stressful times,I am so thankful for my wife_comma_ and child. I honestly dont know what I would do without them.
grateful,I am so excited about being able to work from home.  No more stuffy office job!,Working from home now gives me the chance to be with my daughter more.
grateful,Im so happy my life is finally coming together.,Everything is falling into place for me.
grateful,I was so happy when my dad got me a truck. It was just a nice surprise,I was happy when my dad got me a truck. It was a nice surprise
grateful,Yesterday_comma_ I lost my favorite pair of underpants. I was quite grateful when my favorite bartender returned them.,So_comma_ went to the bar last night and woke up missing my underpants. I had no idea what happened to them_comma_
grateful,I lost my wallet the other day. My neighbor returned it. I was so thankful.,I got back from grocery shopping yesterday and I noticed that my wallet was missing.
grateful,I get a vacation and raise every single year.,I love every year when I get a vacation and a raise.
grateful,I am grateful that I have a place where I can rescue animals and not have a landlord,I am happy I have a home without a landlord and can do what I want_comma_ like rescue animals.
grateful,I had food_comma_ water_comma_ and a place to sleep today. I am so thankful.,I had food_comma_ water_comma_ and a place to sleep today. I am so thankful.
grateful,So_comma_ my computer monitor just died_comma_ and I was stressing about having to buy another one. But somehow my brother pulled out his toolkit and fixed it. I have no idea how people can be so handy!,So_comma_ my computer monitor just died_comma_ and I was stressing about having to buy another one. But somehow my brother pulled out his toolkit and fixed it. I have no idea how people can be so handy!
grateful,I was glad my dad helped me change a tire once. It let me know what it took going forward,I was glad my dad showed me how to change a tire when I was young. It came in handy down the line
grateful,I don't have a laundry washer or dryer in my apartment. So my mom comes by every week and picks up my smelly clothes. I am very thankful for her.,I don't have a laundry washer or dryer in my apartment. So my mom comes by every week and picks up my smelly clothes. I am very thankful for her.
grateful,My wife just bought me a car for our anniversary_comma_ and I am so glad she did.,My wife just bought me a car for our anniversary_comma_ and I am so happy she did.
grateful,I am so happy that I found decent work this summer,Im so happy I gt to take my kids on two trip this summer since I started working.
grateful,My supervisor praised my work on the project in front of others in our weekly meeting,I felt very special and appreciated when my supervisor praised my work in front of other team members during our weekly meeting
grateful,One time I was speeding_comma_ and another person was too. A cop pulled out behind me and luckily zoomed past me to chase after the other speeder. I felt like someone was looking down on me that day since I didn't get a ticket.,One time I was speeding_comma_ and another person was too. A cop pulled out behind me and luckily zoomed past me to chase after the other speeder. I felt like someone was looking down on me that day since I didn't get a ticket.
grateful,I am honored I get visit China next year.,I am honored I get to visit China next year.
grateful,I am so thankful for my time with my grandma,I am so thankful for my time with my grandma
grateful,Everyday I remind myself of how lucky I am to have a pair of supportive parents.,Everyday I remind myself of how lucky I am to have a pair of supportive parents.
grateful,I am so grateful that I know how to bake bread as it has fed me when I've been poor.,My biggest skill is being able to bake bread.
grateful,Looking back to the useless deadbeat I was back then...I'm really glad I've decided to man up and make something of myself,I sometimes look back at my old_comma_ deadbeat childish self...and am so glad that I decided to man up and start making something of myself sooner than later
grateful,i have great kids and glad they are mines everyday,My kids are pretty awesome
grateful,I was driving on the freeway the other day and there was a car ahead of me that was swerving bad. This really bugs me but I had no where to go on the road other then to slow down and fall back to get away from that car. Luckily after several minutes of this person swerving in and out of their lane a state trooper pulled them over.,I was driving on the freeway the other day and there was a car ahead of me that was swerving bad. This really bugs me but I had no where to go on the road other then to slow down and fall back to get away from that car.
grateful,I am grateful for my life right now_comma_ I have a girlfriend_comma_ a good job_comma_ and a good group of friends,I am grateful for my life right now_comma_ I have a girlfriend_comma_ a good job_comma_ and a good group of friends
grateful,I recently got in trouble for missing a lot of work. My supervisor had a talk with me and has decided to give me another chance to improve.,I recently got in trouble for missing a lot of work. My supervisor had a talk with me and has decided to give me another chance to improve.
grateful,for the meal i just made,I just had the most amazing lunch ever. I am so thankful to have cooking skills.
grateful,A kid I helped pay tuition fees got a job with Google and just bought me a car,The father had no money to pay his fees so I helped him now he bought me a car
grateful,We sold our house a year ago and moved to a new one. We are very thankful for all the help our families provided.,We sold our house a year ago and moved to a new one. We are very thankful for all the help our families provided.
grateful,I'm glad to have my close group of friends to cheer me up. I was dumped a few days ago_comma_ and it really hurt,I was dumped a few days ago after 4 years so I'm glad I have a close group of friends who helped me get through it
grateful,I was sick recently and my mother made me some chicken noodle soup_comma_ so glad I have someone like her around.,I was sick recently and my mother made me some chicken noodle soup_comma_ so glad I have someone like her around.
grateful,I feel so wonderful and blessed to have an amazing girlfriend. She is very understanding_comma_ like one time i was sick and she made me soup from scratch and a tea to help my throat.,I feel so wonderful and blessed to have an amazing girlfriend. She is very understanding_comma_ like one time i was sick and she made me soup from scratch and a tea to help my throat.
grateful,My wife gave me a gift for christmas,I was really happy and appreciative
grateful,I went out to dinner with my mom a couple of days ago and she paid for the meal.,I invited my mom out to dinner the other night_comma_ because we haven't seen other in a while. I was all willing to pay_comma_ since I invited her_comma_ but she stole the check and paid for it instead.
grateful,I am feeling very happy for having a good friend,My friend was very supportive when I was in distress
grateful,My dad knew that I have recently hit a rough patch with my finances and gave me 2 grand.  I can't thank him enough.,My dad knew that I have recently hit a rough patch with my finances and gave me 2 grand. I can't thank him enough.
grateful,I survived cancer and I'm thankful,I survived cancer and I'm thankful
grateful,My husband's grandma visited after we had our third baby and she made us tons of food and also bought us some new kitchen stuff and a rice cooker.,My husband's grandma came to stay with us when we had our third baby and she took great care of us_comma_ made us a lot of food and bought us some new kitchen tools.
grateful,when my health issues resolved,I have had so many health issues this year. It is been crucial to find the silver linings
grateful,I received a full ride scholarship to my dream school. I was so happy.,I received a full ride scholarship to my dream school. I was so happy.
grateful,so glad i can have food on the pot and groceries in the fridge,there was a time i had no food to eat now i'm so glad i can afford food and my pantry is stocked to the brim
grateful,I am very grateful I have electricty! I was reminded yesterday how great it is after my power went out.,I had my power go out yesterday and it reminded me of how grateful I am to have that convenience!
grateful,to be a parent_comma_ to have my daughter.,You know being a parent is so hard_comma_ but I feel so lucky to have my children especially in stressful times...
grateful,I am so thankful for the sun. It gives us sunlight for food_comma_ warmth_comma_ and so much more,I am so thankful for the sun. It gives us sunlight for food_comma_ warmth_comma_ and so much more
grateful,I'm very thankful to my family for always being there for me.,My family is always there for me when I've needed them.
grateful,I am thankful for my dog. Whenever I am lonely_comma_ she comforts me and I feel happy again1,I am thankful for my dog. Whenever I am lonely_comma_ she comforts me and I feel happy again!
grateful,Whenever I see homeless people_comma_ I am so thankful for where I am in life. That could easily have been me_comma_ they just got the bad roll of the die.,Whenever I see homeless people_comma_ I am so thankful for where I am in life. That could easily have been me_comma_ they just got the bad roll of the die.
grateful,I am pretty thankful to live close to my sister,I am pretty thankful to live close to my sister
hopeful,I Felt hopeful when I met my betterhalf for the first time. She gives me hope for my remaining life without saying anything. I feel hopeful after my marriage.,My marriage give me hopefulness about the life. exactly I want to say is may not it's marriage actually it's my wife given me the hope about the life.
hopeful,I cant wait for my house to sell.. its a slow market.,My house feels like its taking forever to sell...but I have a feeling something good is going to come soon!
hopeful,I really want to win the lottery someday_comma_ maybe i will?,So this is going to sound crazy but_comma_ one day I am going to win the lottery.
hopeful,I bought a lottery ticket and was hopeful I would win.,I bought a lottery ticket and have a feeling I will win.
hopeful,I'm trying to sell my house. It's been on the market for a year now_comma_ but I think I found someone who might buy it.  I'm trying to move to another area.,I think I found someone that's interested in my house finally . It's been on the market for over a year now.
hopeful,I think eventuallt the presidency is going to go in a more positive direction,How about our president huh?
hopeful,I just applied for a promotion_comma_ and I should earn at least 10k more.,I just applied for a promotion_comma_ and I should earn at least 10k more.
hopeful,Back in freshman year of college_comma_ I really wanted to room with my brother even though he was not a freshman but a sophomore. I was really rooting for that to happen but instead I got roomed with some random guy.,It was really annoying when I was thinking I would room with my brother back in freshman year of college_comma_ but it didn't work out as planned.
hopeful,When I missed up a hit_comma_ but was told I could redo it to reverse the rejection.,I missed up on something_comma_ but was told I could redo it
hopeful,I am so happy that France is going to the final of the soccer world cup,I am so happy that France is going to the final of the soccer world cup
hopeful,I recently started in vitro treatments in hopes of getting pregnant. I have been trying forever.,I recently started in vitro treatments in hopes of getting pregnant.
hopeful,I recently applied for a job after being out of the workforce for 13 years.  I'm hoping I get it!,I recently applied for a job after being out of the workforce for 13 years!
hopeful,I pray I make the soccer team this season.,I pray I make the soccer team this year.
hopeful,Just got offered a car as a gift. I really needed it.,Just got offered a car as a gift. I really needed it.
hopeful,I've homeschooled my girls and one is graduating next year and the other in 2 years.  I'm ready to get back out in the workforce,I've been at home homeschooling my girls for many years_comma_ but that time is coming to an end very quickly.
hopeful,I was employed as a sales rep in my company _comma_with diligence _comma_I'll someday be a manager,If I work hard In it_comma_I'll achieve it!
hopeful,I need a raise from my job. I am waiting for one in the next review.,I have been working so hard and it seems my payment can no longer take care of my bills
hopeful,I keep playing the lottery but have not won anything over $10. I know one day I am going to hit it big!,I buy a lottery ticket every day but for some reason I have not won more than $10. My luck will soon change!
hopeful,Whenever I see a newborn baby I always think about how I wish their life will be happy and long.,Whenever I see a newborn baby I always think about how I wish their life will be happy and long.
hopeful,My mother is trying to get a good job and we are praying she gets through and they give it to her.,My mother is trying to get a good job and we are praying she gets it.
hopeful,My mother recently applied for a much better job than she has now and we are all crossing our fingers that she gets it. It pays much better and has great benefits as well.,My mother is looking for a better job_comma_ since not only are her two current jobs really bad but we also need more household income.
hopeful,I have faith tha that one day my kids and I will move into a house. I'm tired of this apartment.,I'm ready to live in a house.
hopeful,I feel joyful from my relationship with my partner. The joy radiates from how well we mesh together and always see eye to eye.,I am in a very fulfilling relationship. My partner and I mesh so well together it brings me great joy!
hopeful,My wife has an interview tomorrow. I want her to get it.,Weve been struggling lately_comma_ but my wife finally has an interview tomorrow.
hopeful,I'm glad we finally got some dry weather today.  I need it to stay dry_comma_ sunny and breezy for the whole week!,I want dry_comma_ breezy_comma_ and sunny weather the whole week dang it
hopeful,MY kids are so different from each other. I think they are all going to do great things,I have three kids and they are all into different things.
hopeful,My friend lost her cat on Monday. We called the shelter_comma_ and they say they might have a cat that matches our description.,My friend lost her cat on Monday. We called the shelter_comma_ and they say they might have a cat that matches our description.
hopeful,When I took my son to a baseball recruiting camp to perform in front of college coaches.,My son is a high school baseball player. Last summer we started working on his recruiting process. I'll never forget taking him to his first recruiting camp -- I knew he had talent and was so hopeful that all would go well.
hopeful,There is an award at work that I really wanted my coworker to win,I like to encourage my peers
hopeful,My friend's at the hospital after a pretty bad car accident. We finally got news she's woken up after being asleep for 6 days.,My friend's at the hospital after a pretty bad car accident. We finally got news she's woken up after being asleep for 6 days.
hopeful,I love my wife,MY WIFE IS THE LOVE OF MY LIFE
hopeful,I had confidence the Falcons would win_comma_ man was I wrong.,I thought the Falcons would win_comma_ man was I wrong.
hopeful,I thought just maybe I would of got the promotion.,I thought I may of got the promotion_comma_ but I didn't.
hopeful,I was hoping to get a new pet this year!,I was hoping to get a new pet this year!
hopeful,If my plans work out_comma_ Ill be moving to France in the winter.,If my plans work out_comma_ I'll be moving to France in the winter.
hopeful,that i will find love,I am in a good mood today. I think I might have found someone special.
hopeful,When i finished my final exams one semester i knew i did well in all my classes. For once i felt like i didn't have to panic about what the final grade would become.,Hello buddy! So you know when you've just ace'd all the final exams and you can just enjoy your time off with out worrying?
hopeful,I have spent 3 years in my current position_comma_ done all the necessary on job training and I am looking forward to being promoted,I passed all my professional exams and got the company it's biggest clients_comma_ don't you think I deserve promotion?
hopeful,when i found out my mom had cancer,Im feeling very positive in a deep way today about my moms diagnosis.
hopeful,I hope my dog returns home!,I hope my dog returns home!
hopeful,I started my new job today. I am hoping for a raise soon.,I began my new job today! I'm hoping I do really well there.
hopeful,My online friend appiled to come to America. We're waiting for some good news.,My online friend appiled to come to America. We're waiting for some good news.
hopeful,I am hopeful that I will succeed in the future with business. Lots of things make me think this.,I am feeling very positive about finally succeeding in busines.
hopeful,I started taking a new body building supplement and I've been feeling stronger_comma_ so I'm hopeful that it works well.,I've just started taking a new body building supplement and it's working wonders so far.
hopeful,I started my new job yesterday. Hoping for a promotion soon.,I started a new job yesterday. I hope I perform well at it.
hopeful,I am hopeful I will get a better paying job soon_comma_ I could really use the money,I am hopeful I will get a better paying job soon_comma_ I could really use the money
hopeful,I think this semester is going to go well. I am prepared.,I am excited about my next semester at school.
hopeful,Yesterday_comma_ I gave an important presentation to my colleagues. It went really well. I am very much optimistic about the results.,yesterday I gave an important presentation to my colleagues.
hopeful,I pray that I will beat my disease.,I pray that I will beat my disease.
hopeful,I got a new job. There's so much debt I want to clear off.,I got a new job. There's so much debt I want to clear off
hopeful,I hope that my family comes home safe.,Time passes on for us anyhow_comma_ and now my kids are in 5th and 8th grade.
hopeful,I bought 5 lottery tickets today. I am positive for the future because I think I will win.,I bought 5 lottery tickets today. I am positive for the future because I think I will win
hopeful,I'm trying to look forward to the new school year for my children.,My children have started a new year at school.
hopeful,My wife is at the doctor's_comma_ and I think we might be getting good news about a new addition to our little family.,My wife is at the doctor's_comma_ and I think we might be getting good news about a new addition to our little family.
hopeful,I took my finals exam last week. I am optimistic about the results but we shall see.,I took my finals exam last week. I am optimistic about the results but we shall see.
hopeful,My mother is sick in the hospital. I am optimistic she will make it through,My mother is sick in the hospital. I am optimistic she will make it through
hopeful,Tomorrow I am making my first ever mayonnaise lasagna. I hope it is a hit at the company potluck.,So_comma_ I found this new recipe for mayonnaise lasagna. I'm making it tomorrow for all my fellow workers in the Nike sweatshop.
hopeful,I used to be pretty buff a couple years back. That gives me inspiration that I can get back to that shape again.,I used to be pretty buff a couple years back. That gives me inspiration that I can get back to that shape again.
hopeful,I missed the payment for my utility bill but I'm optimistic about the situation. Hopefully they don't cut my electr,I missed the payment for my utility bill but I'm optimistic about the situation. Hopefully they don't cut my electr
hopeful,I am wishing the Yankees will win the World Series.,I am wishing the Yankees will win the World Series.
hopeful,I have my credit card application approved with American Express. I hope now I can buy a new smartphone,Last week_comma_ I had my credit card application approved with American Express. I now can think of getting a new smartphone
hopeful,I wish that everyone would get along.,I wish everyone would get along.
hopeful,I did an interview yesterday. I presented myself in a better way also the interviewer appreciated me. I just waiting for the results now.,Am waiting for my interview results which I did yesterday.
hopeful,I am hopeful that I find a new job very soon.,I'm looking for a new job.
hopeful,I going to see a doctor to know my blood test results and I hope that I don't have anything serious.,I going to see a doctor to know my blood test results and I hope that I don't have anything serious.
hopeful,I remember this time two years ago when I was expecting my youngest child we didn't know whether she would be a boy or girl. I was so excited when they told me the results were a girl.,I remember this time two years ago when I was expecting my youngest child we didn't know whether she would be a boy or a girl. I was so excited when they told me the results were a girl.
hopeful,I have this vacation planned this weekend and I just am crossing my fingers that we will have a good time and everything will go smoothly,I have this vacation planned for this weekend but I am worried
hopeful,I surly was surprised when I found out I won a contest_comma_ it made me excited_comma_ as I didnt know what the prize was. It was a simple mailing that had a key inside_comma_ the company who sent it was a local and new lumber company. All I had to do was bring the key down to the cmpany and see which prize it unlocked,I received a wonderful surprise one day
hopeful,I am hopeful that my new degree will land me a better job,I am hopeful that my new degree will land me a better job
hopeful,I am hopeful that my new degree will help me get a better paying job,I am hopeful that my new degree will help me get a better paying job
hopeful,Got my fingers crossed on getting my EP out on iTunes by mid-September,I'm looking to get my EP out on iTunes by mid-September...I'm sure people will like it_comma_ fingers crossed hoping I get some good exposure
hopeful,My brother moved to California a few days ago. I want him to do well there_comma_ and I want him to make lots of friends,My brother moved to California a few days ago. It was stressful for him_comma_ but he's always been good at thinking things through
hopeful,It is my wish to not live from paycheck to paycheck,It is my wish to not live from paycheck to paycheck
hopeful,I'm anxious to see if I get this home loan I applied for.  I have been waiting forever!,Have you heard anything from the bank?
hopeful,I have done everything I can to stop my girlfriend from eating junking food. I am looking forward to her trimming down,I have done everything I can to stop my girlfriend from eating junking food. I am looking forward to her trimming down
hopeful,I've recently opened up my own business and I'm hoping that it'll be successful!,I just started my own business_comma_ here's to hoping it goes well!
hopeful,I got an interview for a nannying job. It is full-time for two twin babies.,I just got a job interview!
hopeful,I did not have enough money to pay rent but I had some freelance work that I could do and I was confident I'd make the money in time.,I did not have enough money for rent_comma_ but I had some freelance work that I could do and I was confident I could make the money in time.
hopeful,I  had severe allergy in couples of month. I tried a new diet and it was helpful in relieving my allergy. I felt happy.,hi there?
hopeful,I am hopeful everyday of my life.,I am a very optimistic person. Everyday I wake up expecting the best!
hopeful,when i was waiting to hear back from the bank for my preapproval to buy a home,I really think I am going to get the preapproval from the bank for my new home purchase...
hopeful,I am looking forward to seeing my daughters growing up in the future.,I can't wait to see how my daughters turn out as adults.
hopeful,I haven't had a date in a long time_comma_ but I know I will still get married one day.,I have been single for quite some time now_comma_ but I know its not over for me
hopeful,I need to get a job with real benefits soon_comma_ I'm very optimistic for the future.,I need to get a job with real benefits soon_comma_ I'm very optimistic for the future.
hopeful,that my friend will do okay driving,My friend just got her license_comma_ and we live in a busy city but I think shes going to be okay driving.
hopeful,I hope I will be able to afford a vacation during Christmas break for my kids,I hope I will be able to afford a vacation during Christmas break for my kids
hopeful,A lot of people voted in my community. I think there is going to be a change soon.,I saw a lot of people voting today. I voted early.
hopeful,"Have to go to the doctor tomorrow to see if I have strep throat. I hate when they have to swab the back of your mouth to ""make sure"" that it's strep so they can treat you. Really hoping to avoid that this time around.","Have to go to the doctor tomorrow to see if I have strep throat. I hate when they have to swab the back of your mouth to ""make sure"" that it's strep so they can treat you. Really hoping to avoid that this time around."
hopeful,It's birthday soon. I want to be a better person.,It's birthday soon. I want to be a better person.
hopeful,My son left 2 weeks ago for AIT for the Army. I am very optimistic that he will pass and have a great career in the military,My son just left for the Army. He is going to have an amazing career.
hopeful,My little boy is testing to see if he can get into a prestigious private school. Really hope he gets into it before the school year starts! If he does_comma_ they say kids from these schools are set and will easily get into a good college.,My little boy is testing to see if he can get into a prestigious private school. Really hope he gets into it before the school year starts! If he does_comma_ they say kids from these schools are set and will easily get into a good college
hopeful,I am beginning my new job tomorrow. I am quite nervous,I am starting my new job tomorrow. I've never been so nervous in my life.
hopeful,I was planning on giving birth without any pain medication. I wasn't sure if I'd be able to do it but I was optimistic.,I was going to have a baby and I wanted to do it without medication. i was not sure if I'd be strong enough but I was optimistic stil
hopeful,I had a date yesterday with a girl i met in our college campus. I think it went very good as i was expecting,I met a girl in college and we had a date yesterday. It went very good and I am very positive about out future relationship
hopeful,I pray American will be great again.,I pray America will be great again.
hopeful,I was following a sad news story about a missing child but remaining optimistic that they would find the baby.,I was following this sad story about a missing kid just trying to be optimistic that they'd find them.
hopeful,I am going to have back surgery next month.  I have faith it will be successful.,I am going to have back surgery next month.
hopeful,I did an interview,I was told to wait for a call
hopeful,Weekend coming up,Hey!  The weekend is coming up :D
hopeful,I just applid for a new job that pays better and is more stable than my current job. I think I have a great chance at getting it!,I applied for a new job yesterday. It seems like a great fit for me! It pays so much better and is so much more stable than my current job. I think I have a great chance at getting it!
faithful,There were times where I was being seduced by a coworker of mine.  I remained committed to my wife and did not cheat.  It was a good decision.,There were times where I was being seduced by a coworker of mine as a married man.
faithful,My friend's boyfriend got into an accident 5 years ago. She's still with him.,My friend's boyfriend got into an accident 5 years ago. She's still with him.
faithful,I have always been faithful to my girlfriend of almost 3 years_comma_ which I am proud of,I have always been faithful to my girlfriend_comma_ I am proud of that in a way
faithful,I have a long term girlfriend. I have never or will never cheat on her,I have a girlfriend_comma_ and I will never cheat on her
faithful,My husband is an over the road truck driver and we have to spend a lot of time apart. Despite this_comma_ we always make the best effort to comfort each other and sow how much we love one another.,My husband is an over the road truck driver and I dont get to see him a lot.
faithful,I am faithful to my wife_comma_ but it's thought,I am faithful to my wife_comma_ but it's thought.
faithful,Once_comma_ I had the chance to betray a friend that has always been truthful and honest to me. I didn't take the chance and stayed faithful to that friendship.,I recently had the chance to betray a friend of mine_comma_ but instead I stayed faithful.
faithful,I don't understand couples that cheat on each other. I literally have no desire to cheat.,It is so crazy to me. My best friend and her husband have an open marriage and I just cannot fathom having another partner other than my husband.
faithful,I love being sincere with people,Sincererity is key to frendship
faithful,I was dealing with someone hacking my email. I got really angry and felt compelled to lash out and say terrible things to the hacker. Instead my faith compelled me to remain as calm as possible and it ended up that I was able to get back my account.,I was getting my email hacked and wanted to lose my temper and send the hacker insulting_comma_ threatening emails. I felt compelled instead_comma_ by my faith_comma_ to remain patient. I ended up getting my email back in the end!
faithful,I've always been loyal to my wife.,I've always been faithful as a husband_comma_ I pride myself on that.
faithful,Last week I saw this big pizza in the breakroom and I chose to stick to my diet.,Hello_comma_ last week I walked into a breakroom and I saw a big pizza laying there for anyone to grab up_comma_ however I chose not to take a slice and remain faithful to my diet.
faithful,My husband used to be a drug addict. During that time he cheated on me many time. No matter what he did though I always stayed true to him.,I was cheated on at one time_comma_ but I stayed true to him and myself . We worked through it and are good now.
faithful,I get hit on by a lot of girls_comma_ but I'm happy with the one I got.,I get hit on by a lot of girls_comma_ but I'm happy with the one I got.
faithful,I wanted to go to mcdonalds but i know that i am a wendy's guy _comma_ so i decided against it even though i was starving,i would rather starve than eat mcdonalds
faithful,Stressful events are going on but I trust that things will work themselves out.,Everything seems to be going wrong_comma_ one thing after the other. I feel like I could break down but I have to trust that everything will work out the way it's supposed to.
faithful,A man tried to pick me up at a work event the other night. I have a boyfriend so I didn't accept his advances,So this guy tried to hit on me at a work event I was attending. I have a boyfriend so of course I turned him down.
faithful,I am loyal to my wife.,I am loyal to my wife.
faithful,I stayed with my last partner through many trials and tribulations,Man_comma_ my last partner put me through the ringer. There were so many trials and tribulations
faithful,I am faithful to my girlfriend all the time_comma_ I wish that was not so rare,I am faithful to my girlfriend all the time_comma_ I wish that was not so rare
faithful,My girlfriend is working in another country for 2 years. I'm afraid of the people she'll meet_comma_ but I trust her.,My girlfriend is working in another country for 2 years. I'm afraid of the people she'll meet_comma_ but I trust her.
faithful,I'm going to be away from my girlfriend for a year_comma_ but she should know that she can trust me.,I'm going to be away from my girlfriend for a year_comma_ but she should know that she can trust me.
faithful,I got a new job_comma_ but I'm going to finish this last project with my current job before leaving.,I got a new job_comma_ but I'm going to finish this last project with my current job before leaving.
faithful,I have never cheated on my wife.,I have never cheated on my wife.
faithful,I have had lots of problems with my girlfriend but we have worked through them and have remained true to each other.,Hi friend. I have had a lot of problems with my girlfriend
faithful,knew things were going to be alright for me when I dropped out of college. My dad was there for me a lot,My dad was there for me when I dropped out of college. I knew things would be okay because of him
faithful,I've been with my wife for over 10 years and have never been tempted to cheat. I can't understand why people do such things.,I've been with my wife for over 10 years and have always been dedicated to her. I can't understand why some people cheat.
faithful,My son failed his final exam in Math the other day. But_comma_ I do have faith that he will turn it around next semester.,My son failed his final exam yesterday. I was so upset with him!
faithful,No matter what_comma_ I have never cheated on my boyfriend.,I have never cheated on my boyfriend
faithful,I always buy my kids clothes from the same place.,I have always bought my kids clothes from the same store_comma_ Childrens Place.
faithful,I am sticking by my partner even though he has done a lot because no one else has. While he is in therapy. It's hard.,I am sticking by my partner even though he has done a lot because no one else has. While he is in therapy. It's hard. I don't know if he will get better but I guess it's worth a shot since no one else has ever helped him or been a good influence.
faithful,I have old dogs and I will do whatever it takes to make sure they are happy and well taken care of. I owe it to them.,I have older animals and I will do whatever is needed to ensure they are healthy. I work so they can have a good life
faithful,i was faithful on my diet,I didnt cheat on my diet even tho I was tempted at a party yesterday...
faithful,I asked my friend to buy stuff for a party_comma_ I knew he'd come through though.,I asked my friend to buy stuff for a party_comma_ I knew he'd come through though.
faithful,There's a new hotel that's been headhunting me to work for them_comma_ but I think I'll stay at the one I'm at now. They've been good to me.,There's a new hotel that's been headhunting me to work for them_comma_ but I think I'll stay at the one I'm at now. They've been good to me.
faithful,I have always  been faithful to my girlfiend of almost 3 years,I have always been faithful to my girlfiend of almost 3 years
faithful,3,my girlfriend annoys me sometimes_comma_ but I still love her anyway
faithful,I was going through a hard time in life_comma_ and I prayed and it made me feel better.,I was going through a hard time but praying helped me to feel strong enough to get through it.
faithful,Some one owed me some money,I thought he would not pay back after a long time
faithful,When I had to pass my classes to graduate,I just had to pass all of my classes to graduate.
faithful,You know... I have never cheated on my husband in 20 years.,You know... I have never cheated on my husband_comma_ or anyone else for that matter.
faithful,I have been a loyal custoer to my phone carrier for years. They always give me free things.,I love my wireless service.
faithful,I will never give up on my family,I will never give up on my family
faithful,There was a time my mom and dad didn't see each other for 4 years because of school.,There was a time my mom and dad didn't see each other for 4 years because of school.
faithful,I went to my school reunion alone _comma_ my husband couldnt make it. I saw a lot of old boyfriends there.,I went to my school reunion alone _comma_ my husband couldnt make it. I saw a lot of old boyfriends there.
faithful,I am in a long disance relationship,I am in a long disance relationship
faithful,the best friend I have had for he last 10 years will always be my best friend,the best friend I have had for he last 10 years will always be my best friend
faithful,I have faith in Trump.,I have faith in Trump.He will be a great president.
faithful,I always watch the news at 7pm.,I always watch the news at 7pm
faithful,One of my friends wanted me to leave out my other good friend and not tell her about our beach trip we were planning.  I told her that I wouldn't go unless we could all go together because I just don't leave people out.,One of my friends wanted me to leave out my other good friend and not tell her about our beach trip we were planning. I told her that I wouldn't go unless we could all go together because I just don't leave people out.
faithful,A girl hit on me at an event_comma_ but I've got a girlfriend. Not interested.,A girl hit on me at an event_comma_ but I've got a girlfriend. Not interested.
faithful,While a lot of my coworkers quit to go to a competitor_comma_ I'm staying with my company.,While a lot of my coworkers quit to go to a competitor_comma_ I'm staying with my company.
faithful,I have been faithful to my girlfriend of almost 3 years,I have been faithful to my girlfriend of almost 3 years
faithful,I go to church every sunday.,I go to church every sunday.
