emotion,idx,prompt,first_utterance
sad,22,One time I went to a restaurant to eat by myself. I felt sad and lonely,I have no friends. One time I went into a restaurant and ate by myself. Everyone laughed
sad,23,i've read an article about a little newborn babygirl. She died because she was premature and she had problems breathing on her own when she was born but parents didn't take her to the hospital because they don't believe in medication,I'm so sad because i've read an article about a newborn girl who died because her parents didn't believe in medication and doctors
sad,24,I'm feeling pretty bummed after seeing a photo of myself 4 years ago_comma_ I gained so much weight!,I'm feeling pretty bummed after seeing a photo of myself 4 years ago_comma_ I gained so much weight!
sad,25,I had a pet hermit crap that died this morning. I got him when I was on vacation in Hawaii.,I got a pet hermit crab when I was on vacation in Hawaii_comma_ and I just found him dead this morning.
sad,26,I cry every time I think of my sister.,I cry every time I think of my sister.
sad,27,I am sad that my parents didn't attend my birthday,I am sad that my parents didn't attend my birthday
sad,28,I saw a dog that got hit by a car on the die of the road. It was very upsetting to see. I cried a little bit thinking about the person who lost their dog,I got upset on my drive home today
sad,29,My rent is going up and I can't afford it. Now we will all have to move,my rent is going up soon
sad,30,My pet hamster died the other day. I am so devastated.,My pet hamster died the other day.
sad,31,I feel like I will be in this apartment forever. I really want a house,Sometimes I fell like I will never get outof this apartment.
sad,32,My favorite pizza place closed down last week and I am still bummed out about it.,My favorite pizza place closed down late last week.
sad,33,My dog of 10 years recently passed away. I felt so down.,My dog of 10 years recently passed away.
sad,34,when my dog died,I had to put my dog down at the vets due to a disease she had that wouldnt get better. It sucked.
sad,35,My 2 youngest children will both be in high school this year. I can't believe they have grown up so fast. Time has flown by and I just want it to slow down.,My children are growing up so fast. My 2 youngest will both be in high school this year.
sad,36,I was driving around my old neighborhood and notice the house that I grew up in had burned down. I hated seeing somewhere I spent so much time as a child gone.,I was driving around my old neighborhood and seen that the house I grew up in had burned down.
sad,37,I cried when my best friend moved away.,I cried when my best friend moved away.
sad,38,My mom is starting to develop dementia early. I feel like I'm losing such an important figure in my life much earlier than I should_comma_ even though she's still alive. Like_comma_ she struggles so much with daily activities and remembering who I am.,My mom is starting to develop dementia early. I feel like I'm losing such an important figure in my life much earlier than I should_comma_ even though she's still alive. Like_comma_ she struggles so much with daily activities and remembering who I am
sad,39,I got really upset when I had to move away from my childhood home. all my memories were there.,I really miss my old house sometimes
sad,40,MY kids are just growing constantly. I want them to be babies again.,I miss when my toddlers were little tiny babies.
sad,41,I was upsetwhen my dog. I kept her on the bed for a whole day. Didn't want to lety her go,Oops. I meant I was upset when my dog died.
sad,42,They stopped making donuts at my favorite bakery. I am so hurt thinking about it.,They stopped making donuts at my favorite bakery.
sad,43,I just preordered Black Ops 4. I can't play until October though,Black Ops 4 comes out in October
sad,44,When people buy assorted doughnuts_comma_ and somebody eats the only flavor you like.,It's tough being picky.
sad,45,My pet fish ran away today. I left him in my room like I always do and when I got home he was gone.,Pretty sure my pet fish ran away today.
sad,46,My dog is getting old_comma_ and I can tell he isn't going to make it much longer.,My dog has cancer_comma_ and he's starting to walk around really slowly.
sad,47,I sometimes feel sad about things when I shouldn't It might be depression.,Do you ever feel sad about things in life?
sad,48,I've been feeling blue since my great grandmother passed away.,I have been feeling down since my great grandmother passed.
sad,49,We had to put our dog to sleep. I am so upset.,My dog had cancer and the vet advised us to put our dog to sleep today.
sad,50,A good friend of mine moved away recently and we lost contact. I really wish we would still speak.,A good friend of mine moved away recently and we lost contact. I really wish we would still speak.
sad,51,I saw a kitten hurt on the side of the road... unfortunately I was in a taxi and couldn't stop to help it,I saw a kitten hurt on the side of the road... unfortunately I was in a taxi and couldn't stop to help it
sad,52,I didn't get the job I applied for. It was given to someone else.,I applied for my dream job but I never got a call back.
sad,53,Yesterday my sister left to go back to her state. I wanted her to stay longer,Yesterday my sister left to go back to her state
sad,54,our company is firing people,our company is firing people_comma_ and everyone is very sad to go
sad,55,pans labyrinth bumbed me out,One of my favorite movies of all tyme is pans labyrinth by guillermo del toro _comma_ but the ending is a bit depressing even for me
sad,56,My grandfather passed from medical malpractice a year ago.,My grandfather passed a year ago today thanks to medical malpractice.
sad,57,My car broke down this week and there is nothing that can be done. The mechanic said it was done for,My car broke down this week and the mechanic said that there is nothing they can really do for it. It is just done. I am going to miss that car.
sad,58,I just got laid off from my job. I need the paycheck so this is not a good situation.,I just got laid off from my job. I need the paycheck so this is not a good situation.
sad,59,I am upset I didn't get my scholarship.,I am upset I didn't get my scholarship.
sad,60,When my dog died when I was younger.,When I was younger_comma_ my dog died. He was getting up there in age_comma_ but he was still on the young side. Later_comma_ we heard the pet food we had been feeding him had been recalled because of similiar fatalities.
sad,61,I am homesick at college,I just got to college and am terribly homesick. I miss my house and my parents.
sad,62,I bought a new puppy about three weeks ago. When I came home from work I found it dead in the living room.,I bought a new puppy three weeks ago.
sad,63,I was looking through some of my old pictures a week or so ago_comma_ and saw a picture of my grandmother who passed away a few years ago,I was looking through some of my old pictures a week or so ago_comma_ and saw a picture of my grandmother who passed away a few years ago
sad,64,My dog ran away today. I was so distraught.,My dog ran away today.
sad,65,Due to heavy rainfall last month_comma_ my hometown was almost completely flooded. Most of the houses in the small town are no condemned and the whole area has been declared a disaster area.,Last month_comma_ this area got pounded with rainfall. My entire home town was flooded and declared a disaster area.
sad,66,Robin williams was my hero_comma_ still so sad he passed,i miss robin williams so much
sad,67,My cat was run over by a car. I found her on the street_comma_ what was left of her. It was heartbreaking.,I found my cat dead in the middle of the street. She was run over by a car.
sad,68,I saw a kitten get run over by a car.,I saw a kitten get run over by a car.
sad,69,While I was in college my dog ran away back home and was never found. My mother had been taking her on a walk in a park and my dog fell down a cliff. I dreamed about her every night for a month at school_comma_ and hoped I'd get a call saying she was found_comma_ but she never was.,My dog disappeared while I was away at college.
sad,70,Sometimes I cry when I watch sad movies,Sometimes I cry when I watch sad movies
sad,71,I felt sad yesterday. At work our computer systems went down and customers were mad,Well it started off I was unable to check people in. The IT people are very slow at fixing the issue.
sad,72,My wife has been out of the country for a couple months for school. Dropping her off at the airport was really tough.,My wife has been out of the country for school for a while. Dropping her off at the airport was really hard.
sad,73,My pet lizard died he was 15 years old. it has been hard on me,My pet iguana died he was 15 years old..
sad,74,Don't you hate it when you're feeling confident in a new hairstyle or some clothes you're wearing_comma_ and then someone makes fun of you? Had that happen the other day. Makes you want to be able to hide in the background and never try anything new again,Don't you hate it when you're feeling confident in a new hairstyle or some clothes you're wearing_comma_ and then someone makes fun of you? Had that happen the other day. Makes you want to be able to hide in the background and never try anything new again
sad,75,My cat just turned 23 last week. She has been really sick. We have to put her down next week.,My cat just turned 23 last week and has been really sick.
sad,76,I was very interested in a girl that lives near me. I can't seem to muster the courage to talk to her so I'm feeling pretty down in the dumps. Hopefully_comma_ one day I can let my mind stop racing and just go for it.,I was very interested in a girl that lives near me. I can't seem to muster the courage to talk to her so I'm feeling pretty down in the dumps. Hopefully_comma_ one day I can let my mind stop racing and just go for it.
sad,77,I recently attended my grandmother's funeral. Although she had just turned 93_comma_ I definitely miss her.,I have been really down lately. I recently lost a close family member.
sad,78,My birth flew away,I had such a sweet little parakeet and i was always letting him fly in the house. One day i opened the window and i totally forgot my bird was out of the cage and he flew away
sad,79,I took my cat to the vet because he wasn't acting normal_comma_ and we found out he was going to have to be put down.,Had to take my cat to the vet. He's got a bad injury on his paw and it hasn't been healing.
sad,80,I was reading the news and I saw some terrible news about some Christians being persecuted in Nigeria. I heard that 6_comma_000 families had been massacred and it made me feel heartbroken.,I was reading the news the other day and I saw something so sad_comma_ about some Christians being persecuted in Nigeria. I guess something like 6_comma_000 families have been massacred by extremists. It made me feel awful and sick.
sad,81,i am starving and nothing to eat,... starving once again_comma_ this feeling sucks_comma_ it gets me all depressed_comma_ nothing to eat and the delivery is 1 hour late
sad,82,I have to go back to school and leave all my friends in 2 weeks,I have to go back to school and leave all my friends in 2 weeks time
sad,83,All of my friends are married now. I am the only single one,All of my friends are married now
sad,84,My grandmother passed away when I was 30. She really didn't get to know my girls very much at all.,My grandmother passed away about 10 years ago. I really miss her_comma_ she pretty much was the only female influence I had growing up.
sad,85,I am so sad_comma_ my mother recently passed away from a heart attack,I am very sad_comma_ my mother recently passed away from a heart attack
sad,86,I recently changed jobs for a better opportunity with more pay. I'm very pleased with the new job_comma_ but I did feel bummed about leaving my former co-workers behind. We had a good time and I liked those kids.,I recently changed jobs for a better opportunity with more pay. I'm very pleased with the new job_comma_ but I did feel bummed about leaving my former co-workers behind. We had a good time and I liked those kids.
sad,87,It really sucked when my rabbit died like 10 years ago. That was probably the most upset that I've ever been.,I think the most upset that I've ever been before was when my rabbit died a while back.
sad,88,When someone talks down to me_comma_ it makes me sad.,When someone talks down to me_comma_ it makes me sad
sad,89,My cat died.,My cat died :(
sad,90,My first date with a woman that I met at a party didn't go as expected.,My first date with a woman that I met at a party didn't go as expected.
sad,91,my dog got hit by a car when he got out of the backyard gate,my dog got out of the gate and got hit by a car
sad,92,My cat passed away this morning. I had her for 11 years.,My 11 year old cat died this morning...
sad,93,I failed my driving test today. It was my second time trying,I am very disappointed in myself. I failed my driving test today for the second time. Can't get a car as i need a license
sad,94,My youngest son is going into kindergarten and I'm a little down.,I'm sad. My youngest son starts kindergarten tomorrow!
sad,95,MY dauhter is growing up too fast. She is going to leave me soon.,Do you have kids? My daughter will be 14 soon. I don't want her to grow up.
sad,96,I really miss my kids being babies. They were so sweet then,My kids were sweet when they wre babies
sad,97,My cat got cancer and had to be put to sleep.,I once had a fluffy cat named Leo_comma_ but he got lymphoma and I had to have him put to sleep.
sad,98,I lost a bet with a friend,I lost a bet with my work friend so now i owe him $50
sad,99,My cat is really sick and old. She is not going to make it much longer.,My cat is really sick and old.
sad,100,After moving I went through a decently long period of unemployment. It was starting to get tough not having a good source of income to support myself.,After my wife and I moved I went through a while of unemployment. It was really tough not being able to support us.
sad,101,My wife is out of the country for school. She was having a really bad day the other day and I couldn't really do anything to help.,My wife is out of the country for school_comma_ and the other day she was having a really bad day. I couldn't really do anything to help_comma_ and it made me feel bad.
sad,102,I can never figure out why my wife is so grumpy.,I can never figure out why my wife is so grumpy.
sad,103,I was sad when my dad died,I was sad when my dad died
sad,104,I felt sad when I saw Alex Jones channel taken down,I thought it was unfair how YouTube banned Alex Jones
sad,105,My dog was attacked by a coyote yesterday and she's been in the hospital ever since. I don't think she is going to make it.,My dog was attacked by a coyote yesterday and she's been in the hospital ever since.
sad,106,I cried all night_comma_ my brother is going back to Iraq.,I cried all night_comma_ my brother is going back to Iraq.
sad,107,I remember being really upset when we had to move away from my very first best friend when I was 10,"I remember being really upset when we had to move away from my very first best friend when I was 10"""
sad,108,I recently learned that a close friend is getting foreclosed on their home. They were diagnosed with breast cancer 2 years ago and I think it drained the family of their money. I wish I could help but I don't have any money to give them. It is just a terrible situation.,I recently learned that a close friend is getting foreclosed on their home.
sad,109,A few months ago_comma_ a good friend of my girlfriend's passed away from a drug overdose. What's worse is_comma_ both his ex and his lover at the time kept using. I worry about them.,A few months back_comma_ one of my girlfriend's close friends died from a heroin overdose.
sad,110,I was reading the news and came across a story about children being killed in a fire. It hurt my heart to think about it.,I was reading the news and came across a story about children being killed in a fire. It hurt my heart to think about it
sad,111,My goldfish died.,My goldfish died.
sad,112,My pet parrot died this week.,My pet parrot died this week.
sad,113,I woke up feeling down today. Some days the past you are trying to get over and heal from just hits you in moments of weakness,I woke up feeling down today.
sad,114,I was pretty sad when my dog died. He was my friend,I was sad when my dog died. He was my friend
sad,115,Yesterday my pet hamster died. He just turned two and was not moving very much. I was tearful when I felt his body and it was cold.,Yesterday my hamster passed away. He was barely two years old :(.
sad,116,Earlier this week_comma_ my cat Sam passed away. He was 17 years old. It's been odd not having him asleep at my feet while I work.,This past weekend_comma_ my cat Sam passed away_comma_ he was 17 years old.
sad,117,A hungry man is an angry man,A man has to be hardworking in order not to be angry
sad,118,My friend wants nothing to do with me anymore. I am so hurt about it.,My friend want's nothing to do with me anymore.
sad,119,i watched a depressing movie,the other day for the first time i watched the movie logan _comma_ the whole thing was very depressing this strong super hero now driving a old limo in mexico _comma_ and hes falling apart jeez
sad,120,I'm sad_comma_ tomorrow will be the last time I get to see my friend before she leaves for college!,I'm sad_comma_ tomorrow will be the last time I get to see my friend before she leaves for college!
sad,121,I dropped my 5 dollar ice cream as soon as I left the store,I dropped my 5 dollar ice cream as soon as I left the store
sad,122,I was talking to someone and we had great chemistry then they went ghost on me.,I was talking to this girl_comma_ we had amazing chemistry and then she ghosted.
sad,123,I dropped my phone in the toilet and I didn't have insurance on it. It was a pretty expensive phone too.,I dropped my phone in the toilet last night and now it's not functioning right. I also didn't have insurance on it which is a huge bummer_comma_ because this phone was expensive!
sad,124,Now that I know that soon I'll need to move to a different city_comma_ I feel a bit down.,I am moving to a different city soon_comma_ I feel a bit depressed about that.
sad,125,so sad robin williams has passed away_comma_ i miss him,robin williams was my hero_comma_ so sad he passed
sad,126,I lost my mother recently. She had hypertension and diabetis,I lost my mother recently_comma_ she was sick with hypertension and diabetics
sad,127,My dog is getting older and is starting to walk a little slower these days.,My dog is getting older and is starting to walk a little slower these days.
sad,128,I am so devastated because I lost my pet turtle recently. I think he escaped from the yard. I miss him so much!,I lost my pet turtle. I am feeling devastated. I think he escaped the yard.
sad,129,My friends went out drinking last weekend without me. They didn't even both sending me a text to see what I was doing.,My friends didn't invite me out drinking last weekend. They didn't even bother texting me!
sad,130,In school_comma_ people would always bully me.,In school_comma_ the kids would always bully me and call me names
sad,131,I feel sad that I am spending so much time this late on the internet. I really could use some sleep for tomorrow.,Do you ever feel sad about anything?
sad,132,I recently lost my job adn i feel horrible.,I lsot my job the other day and am pretty lost myself.
sad,133,I can't believe our little girl is all grown up and going to colledge . We are going tyo miss her so much.,do you have any kids in college?
sad,134,My best friend is moving far away. I am going to be so miserable.,My best friend is moving far away.
sad,135,The summer feels like it just started but its about to end now. I'm gonna miss my friends for most of the year.,It sucks that summer is almost over for me.
sad,136,My pet iguana just died. I'v had him since I was 5.,My pet iguana Ricado just die. I miss him.
sad,137,i was upset to return to work,i was upset to return to work
sad,138,Last week I had to put my dog to sleep. It was so sad. I had her for 15 years,Last week I had to put my dog to sleep. It was really sad because I had him for 16 years.
sad,139,Today is the anniversary of my fathers death. He has been gone for 18 years now.,Today is the anniversary of my fathers death. He has been gone for 18 years now.
sad,140,MY sister used to live next door to me. Now she has moved across town and I hardly ever see my neice.,MY sister used to be my next door neighbor.
sad,141,I was watching a TV show and the couple were getting married. It was so sweet that it made me cry.,I was watching a TV show and the couple were getting married. It was so sweet that it made me cry.
sad,142,I broke my new phone yesterday. I was very upset.,I broke my new phone yesterday.
sad,143,i feel down after getting fired,i lost my job today. was not my fault we got robbed
sad,144,she was m only true friend,she was the only one who truly understood me
sad,145,Kind of bummed. I was supposed to meet my best friend tonight_comma_ but he got stuck at work.,Kind of bummed now since I was supposed to meet my best friend later tonight_comma_ but he got stuck at work suddenly.
sad,146,I lost my dog last year_comma_ I cried so hard.,I lost my dog last year_comma_ I cried so hard.
sad,147,A friend of mine is moving away. It's a shame because we were close for a few years,A close friend of mine is moving away
sad,148,My friend's little kitten got hit by a car_comma_ it was so tragic and sad. I was crying for my friend.,My friend's new pet kitten tragically got hit by a car this past weekend. I felt so bad for her.
sad,149,I miss my Grandma. She died when I was a kid.,I miss my Grandma.
sad,150,My dog died. She was 20 years old.,My dog died. She was 20 years old.
sad,151,Memories of my dog always break my heart.. She passed away last month,memories of my dog break my heart.. she passed away last month
sad,152,My pet goldfish died recently. I was devastated. I really liked Goldie.,I was so upset when my pet goldfish died recently. I really loved Goldie.
sad,153,My girlfriend is going away this weekend to visit her family. I'm very upset that I won't have anyone to spend the weekend with!,My girlfriend is going away this weekend to visit her family back home. I'm very upset about having to spend the weekend alone.
sad,154,I found out that my grandma has Dementia and is deteriorating pretty quickly.,My mom told me the other day that they found out my grandma has Dementia_comma_ and is degrading pretty fast.
sad,155,I felt sad when my dog passed away. It was a pet that I had since I was 3 years old_comma_ and was one of the saddest days of my life.,Have you ever had a pet that you had to put down? I was so heartbroken when my dog of 16 years had to be put down. this was years ago but it still makes me sad to this day.
sad,156,My old car finally died last week.,My old car finally died last week after 200_comma_000 miles.
sad,157,I lost my job.,I lost my job.
sad,158,My best friend and I have lived 5 minutes or less away from each other for the past 20 years. Next week she is moving an 11 hour drive away from here. I don't know how I will cope.,My best friend and I have lived 5 minutes or less away from each other for the past 20 years.
sad,159,I am so sad. My husband needs a lung transplant.,I am so sad lately. My husband needs a lung transplant and he is only 40 years old.
sad,160,Last week my mother passed away. I am so devasted,Last week my mother passed away
sad,161,A years ago I had to put my cat down. Actually she was my mom's cat I inherited when my mom died. I'd known the cat for her entire life_comma_ and for half of mine.,I had to put my cat down a few years ago_comma_ she was old and in kidney failure.
sad,162,My border collie had to be put down due to a neurological disorder that could not be treated.,It is so difficult to have a pet pass away_comma_ I really miss him.
sad,163,i hate watching my parents smoke_comma_ it makes me really sad to think they could face cancer as a concequence,i don't like to see my parents smoke it makes me really sad
sad,164,I got news that my grandfather passed away. Nobody saw it coming.,Ugh. I got some awful news the other day.
sad,165,My 13 year old dog had to be put down.,Hey_comma_ I'm not doing to good_comma_ I had to put down my 13 year old dog
sad,166,My cat died last year,My cat died last year which was really hard to deal with
sad,167,Today would've been my little sister's 3rd birthday. She was killed in a car accident last year.,Today would've been my little sister's 3rd birthday.
sad,168,When I had to give away my dog Omar_comma_ it was sad. The place I was going did not allow animals,I was sad when I had to give away my dog. The place I was going to did not allow animals
sad,169,I had a rough time in the hospital back in march of last year. I got pretty sick and was stuck in there for a week.,I had a rough time in the hospital back in march of last year. I got pretty sick and was stuck in there for a week.
sad,170,Life doesn't always turn out how you expect it to be. You have to make the best out of lemons but that is hard sometimes.,Life doesn't always turn out how you expect it to be.
sad,171,i was not happy when i couldnt get out of work on time,i was not happy when i couldnt get out of work on time
sad,172,My dog is really sick. I don't know if he's going to make it.,I took my dog to the vet yesterday... it turns out that he's really sick.
sad,173,I was pretty sad when I had to give me dog away. She was a good dog,I was sad when I had to give my dog away. She was a good dog
sad,174,I keep thinking about my grandmother. She passed away last year and I do not know how to cope with it.,I keep thinking about my grandmother.
sad,175,I am very sad these days.,I am very sad these days
sad,176,I just found out my brother had to get checked into rehab! I had no idea he had a problem and am quite upset over it!,I just found out my brother had to get checked into rehab! I had no idea he had a problem and am quite upset over it!
sad,177,My emu ran away last night. I was quite saddened.,My emu ran away last night. I was quite distraught.
sad,178,My dog ran away yesterday. I am so saddened.,My dog ran away yesterday. I am so distraught.
sad,179,I was looking forward to spending time with my friend Megan today_comma_ but I had to put it off again because I fell ill this morning.,I made plans to spend time with my friend Megan today_comma_ and unfortunately_comma_ I had to reschedule yet again.
sad,180,I lost my cat. It just disappeared one day and I can't find her.,I lost my cat and can't find her. She just disappeared one day and I don't know where she is.
sad,181,My little brother failed his french class and had to spend three weeks in summer school. It hurt my heart seeing him have to go to school while all his friends were having fun.,My little brother failed his French class and had to spend three weeks in summer school.
sad,182,I was recently rejected by a person that I rally enjoyed. Sometimes you can't get what you want.,I was recently rejected by a person that I enjoyed. You can't always get what you want.
sad,183,i was sad to hear my mom is in the ER again,i was sad to hear my mom is in the ER again
sad,184,My 15 year old cat just passed away. I feel so empty and down in the dumps without him.,My 15 year old cat just passed away. I feel so empty and down in the dumps without him.
sad,185,"Anthony Bourdain was a huge inspiration for me when I worked in a kitchen. Everyone I have worked with has read ""Kitchen Confidential"". When he passed away I felt we had lost an ally and a friend.","Everyone I have ever worked with in a kitchen has either already read ""Kitchen Confidential""_comma_ or I have made them read it. We were all devastated when Anthony Bourdain passed away earlier this year."
sad,186,My mother passed away today. It was awful.,My mother passed away today.
sad,187,I lost my lucky pen. I worried for it.,I lost my lucky pen.
sad,188,I can't believe my sister is moving. I am not happy,My sister is moving ot of state
sad,189,I was upset when I found out that my favorite coworker was transferring to another department.,I was pretty bummed to find out that my favorite coworker is transferring to a different department.
sad,190,I think that even when you feel down_comma_ its a great opportunity to go deeper into yourself.,I feel very strange for not feeling any remorse about anything really.
sad,191,When my daughter got her first cat_comma_ it only lived with us a few weeks until it was hit by a car.,I was just thinking about how a few years ago_comma_ we lost our cat.
sad,192,Yesterday I was notified that I didn't get a promotion. I was upset.,Yesterday I was notified that I did not receive a promotion at work. Really sucked.
sad,193,I am getting older and to still see that people can be so untrustworthy and that they will be such betrayers and so hateful over nothing is hard to see,I am getting older and to still see that people can be so untrustworthy and that they will be such betrayers and so hateful over nothing is hard to see
sad,194,I just had a birthday and now I feel old. Its depressing,I recently had a birthday
sad,195,I lost my wedding ring. I am so hurt over it.,I lost my wedding ring.
sad,196,I was unable to help my friend who's in need. But I tried my level best to help her to solve the issue. She understand and get the issue solved through our another colleague.,My friend who never say no to me. Such a great companion she is! She asked me for a help. At the time I was out of town_comma_ so I was unable to do a favor
sad,197,My Mother had called to set up a time to meet for lunch. When the time came she couldn't make it because of health problems.,My Mother and I made plans to hang out and do lunch this past week.
sad,198,Growing up_comma_ my mom always played a lot of Aretha Franklin. When I found out that she passed I was bewildered.,growing up my mom played a lot of Aretha Franklin. Naturally when I heard she passed I was shocked.
sad,199,I moved to a different state for my husband's job and left the rest of my fammily behind.,I moved to a different state for my husband's job and left the rest of my family behind.
terrified,0,When our home was broken into_comma_ It was so scary.,Our home was broken into.
terrified,1,I went to a haunted house for halloween.,I went to a haunted house for halloween
terrified,2,I felt terrified when a guy pulled a knife on me in Amsterdam once.,A guy once tried to mug me in Amsterdam.
terrified,3,Rollercoasters next weekend,I'm not looking forward to rollercoaster riding next weeked :(
terrified,4,I was in the woods and a bear chased after me. I was so scared.,I was in the woods and a bear chased after me.
terrified,5,Running from a stranger in the woods when camping.,One time I was camping out in the woods in California with some friends. I ended up getting lost on my way back to the camping spot in the middle of the night.
terrified,6,Last week someone broke in my house and robbed us. Now I am scared to even live here!,Last week someone broke in my house and robbed us. Now I am scared to even live here!
terrified,7,I am really scared. I moved into this new house and I swear to you it is haunted,I am really scared. I moved into this new house and I swear to you it is haunted.
terrified,8,On my first crazy roller coaster.,On my first big rollecoaster of my life_comma_ and the loop was coming up.
terrified,9,i though i saw a ghost in my closet,As a kid i was afraid to sleep in my room because of my closet
terrified,10,I was playing with my toddler and there was this HUGE spider on his play tent. This spider was seriously so big. I called my boyfriend and he told me to spray it with hairspray and use one of his shoes to smash it.,I was playing with my toddler and there was this HUGE spider on his play tent. This spider was seriously so big.
terrified,11,Some man once offered me some candy when I was a kid. He had a big van and was driving around our neighborhood. we later seen him on the news because he got arrested.,Some old guys offered me candy when I was a kid and we later seen him on the news because he got arrested. I was afraid to leave the house for a while.
terrified,12,I'm so scared of spiders. I can't stand those things!,Spiders are the creepiest things on the planet. I am so scared of those things.
terrified,13,I am so scared to go off to college this year.,I'm leaving for college soon. I have never been so far from home alone.
terrified,14,I saw a spider running across my desk and screamed.,Yesterday_comma_ I saw a spider run right across my desk. I screamed so loud.
terrified,15,I am getting an evaluation at work soon. It might not go well.,Im being evaluated at work soon.
terrified,16,When i went to a haunted house for halloween. The ghosts were out.,That was scary!
terrified,17,I went to bed late last night and about an hour or so into sleep_comma_ I was jolted awake. I heard a slapping noise on my window and immediately freaked out. It was a twig blowing in the wind!,I was only asleep for an hour last night and I jumped out of bed! There was this smacking noise on my window it freaked me out!
terrified,18,I had an insight the other day_comma_ that it is okay to be afraid_comma_ as long as you are not afraid of that.,I realized a while ago_comma_ that it is good if you are not afraid of fear.
terrified,19,When my kids are too quiet.,"You don't know true terror until the thought enters your head_comma_ ""My kids are being exceptionally quiet today..."""
terrified,20,I heard a loud bang late in the night recently and thought someone was trying to break in to my house.,I heard a loud bang late in the night recently and thought someone was trying to break in to my house.
terrified,21,I'm cooking diinner for my boyfriend tonight. Im a llittle nervous.,I coooking dinner for the first time for my boyfriend tonight
terrified,22,i was scared when i saw that owl staring at e,i was scared when i saw that owl staring at me
terrified,23,I am so scared to live in my neighborhood. There is people that come around shooting their guns.,I am so scared to live in my neighborhood. There is people that come around shooting their guns.
terrified,24,Going roller coaster riding,Going to the park this weekend to ride coasters. Not excited.
terrified,25,It was a time of my life where i liked spooky things. I went into a abandoned house and i decided to spend the night. Well i started hearing noises and voices and i just was so scared i ran out the house.,I went into the old abandoned house went and spent the night.
terrified,26,The night my husband went to jail I was so scared. I didn't know what was going to happen to him or how I would get him out. I needed him to support out family. He had made mistakes_comma_ but was a good man otherwise.,My husband went to jail and I didn't know what was going to happen or how I would get him out.
terrified,27,Last week_comma_ I think I saw a ghost outside. I was so scared!,Last week_comma_ I saw a ghost outside!
terrified,28,I went to the zoo yesterday and one of the tigers decided to go crazy with the ring leader!,A tiger decided to act crazy at the zoo yesterday while the ring leader was doing a performance on stage!
terrified,29,A couple weeks ago I was at an amusement park with friends. They talked me into going on a crazy new roller coaster even though I hate them. I gave in and we ended up getting stuck at the top and had to be evcacuated.,I went to an amusement park with my friends the other day and they talked me into going on a new roller coaster even though I hate roller coasters!
terrified,30,my best friend is always ditching at the last second.,My best friend just sent me the_comma_ oh nevermind not tonight text again.
terrified,31,Crashing my dirtbike on a gravel road and having to get a drive home with the police. They were kind.,The policeman was nice bringing me home.
terrified,32,There i a drug dealer selling drugs in my building. I am very afraid when I have to get out or in.,There is a drug dealer selling drugs in my building. I am very afraid when I have to get out or in.
terrified,33,I was watching a scary movie and it really spooked me. It was so gory too that it scared me so much.,I was watching this horror film the other day and it was so scary.
terrified,34,I have big fear of dogs. I can't explain why,I have big fear of dogs. I can't explain why
terrified,35,Roller coasters this weekend,Taking the kids to six flags this weekend and I'm scared :\
terrified,36,A coworker is stealing money at work. He threatened me if I said anything about it.,A coworker is stealing money at work. He threatened me if I said anything about it.
terrified,37,I drank too much and passed out a few months ago. Apparently people were trying to wake me up by shaking me and I would not get up. After that scary story_comma_ I decided to limit how much I drink at parties.,I drank too much and passed out a few months ago.
terrified,38,my parents are on vacation,I am alone in the house my parents travelled_comma_ i feel lonely and afraid
terrified,39,I felt really terrified when I heard a loud scream coming from outside last night.,I hope it turned out that everything was OK
terrified,40,I rode in an airplane for the first time last week_comma_ and I have never been so frightened. It was not a good time.,I rode in an airplane for the first time last week_comma_ and I have never been so frightened.
terrified,41,i saw a snake in my garden the other day_comma_ although not dangerous it spooked me,saw a black snake in my garden the other day_comma_ it's not the poisonous type but it scared me
terrified,42,I was kayaking in the ocean this summer and I seen a great white shark swimming close by. He following me for about 30 minutes before swimming away.,I was kayaking this summing in the ocean and I was followed by a great white shark!
terrified,43,Last week I left home late for work. On my whole commute to work I was super worried that I was going to get there late.,Last week there was one day when I left home late to go to work. I was so worried on the entire trip that I would get to work late!
terrified,44,i was scared to walk home alone last week,i was scared to walk home alone last week
terrified,45,just lost sight of a creepy crawly,i just lost sight of a creepy crawly
terrified,46,I went to a scary corn maze and I got spooked by one of the people in it!,I went to a scary corn maze and I got spooked by one of the people in it!
terrified,47,scared so much for the future,... everything seems to be everywhere_comma_ i am just scared out of my mind of the future
terrified,48,I was terrified when I saw a snake,I was terrified when I saw a snake
terrified,49,That horror movie made me terrified,That horror movie made me terrified
terrified,50,I was shocked and scared when our car's hazard lights weren't working. It was the middle of the night and we were stuck in the middle of the freeway.,We were driving and suddenly our car stopped working in the middle of the freeway. It was shocking_comma_ and our hazard lights weren't working.
terrified,51,I thought I was being stalked by someone I ran into at the store. It was terrible.,THe worst thing happened the other day. I went grovery shopping and I thought I was being followed. It scared me so bad!
terrified,52,Yesterday I saw a clown walking down the street. I am afraid of clowns. I thought he would start chasing after me.,I saw a clown walking down my street yesterday. I got so scared because I thought he was after me.
terrified,53,Every night_comma_ around midnight_comma_ I hear terrible noises coming from the woods outside of my home.,Every night_comma_ around midnight_comma_ I hear terrible noises coming from the woods outside of my home.
