context,prompt
grateful,when my aunt paid my test fees
grateful,My husband works very hard so that I can be a stay at home mom. It has allowed me the freedom to homeschool our daughter.
grateful,I am glad I didn't move into a place above my range. I can still pay the rent even though I got a jb that pays less
grateful,We recently went camping for a week. Being around my family made me focus on what matters in life.
grateful,my husband helps with housework and cooking
grateful,I am so happy that I found decent work this summer
grateful,"A tree blew over in my yard after a big windstorm. While I was cleaning things up, my neighbor came over unannounced with his chainsaw and started to cut up the tree. Then he helped me rake up the rest of the debris. It was a very generous gesture."
grateful,I just had a little girl 3 weeks ago and she had to go into the NICU for breathing problems. I am so happy that we got to bring her home yesterday.
grateful,My wife gave me a gift for christmas
grateful,I am so lucky. I called into one of them radio station shows and won!
grateful,"My husband makes me feel this way, I am so lucky to have him."
grateful,"I didn't have enough money for all of my grocery. When I was going to put some stuff back, the lady behind me offered to pay."
grateful,My brother bought me dinner tonight. It was a nice gesture
grateful,"My really good vaccuum cleaner broke last week! I was so bummed, but then my brother in law offered to fix it for me and I am so happy he did."
grateful,My mom gave me some money
grateful,I feel thankful for my vehicle
grateful,I'm grateful for having such a wonderful son
grateful,I prayed at the table for our food.
grateful,"i feel very thankful for everything that i have, i live a really good life in my liking"
grateful,I got a new puppy for my birthday! She is a cutie!
grateful,"I feel this way towards my husband, he is the best."
grateful,My partner presented me with a gift for my birthday. It was a watch.
grateful,"i have such a great family, i love my wife and son"
grateful,I am blessed to be able to go New York City for Christmas.
grateful,"When I was a young child, my grandmother took care of me while my mom worked. That was so, nice I need to send her something."
grateful,My grandma sent me a birthday card in the mail! She is such a sweet lady.
grateful,i couldnt believe my luck at the casiuno
grateful,We had a flood back in the spring that came all the way up to the door of our house . Our neighbors were not so lucky the in their house and alot off damege.
grateful,I pass my driving test and knew I would never have to take lessons again!
grateful,I am very happy to have my best friend. He always checks up on me
grateful,My saving habit is going as planned and I feel in control over my cravings for unnecessary spending. Feeling thankful for it
grateful,One time a person offered to drive me home when it was raining outside
grateful,I needed gas and didn't have cash. Some stranger paid for it without me even asking.
grateful,Without my karate classes i would get beat up every day.
grateful,i am so thankful for my wife. she treats me great.
grateful,I am so happy my ex and I had a clean break. We are still friends.
grateful,My parents gave me a car for graduating from college. It makes my life so much easier.
grateful,"I am thankful for my dog. Whenever I am lonely, she comforts me and I feel happy again1"
grateful,so thankful for my fam
grateful,My friend gave me his couch when he moved. I felt pretty nice to have it
grateful,I feel like these days my life keeps just getting better and better. I'm a beginning entrepreneur and for the first time paid my full rent with 100% self-employment cash.
grateful,I am happy to have an old friend that understands me.
grateful,"I was.. at home alone.. doing some self-pleasuring, if you will... and my roommate almost walked in on me. I managed to jump into my closet while pulling up my pants before he could see me. So happy I didn't have to have that awkward conversation."
grateful,An hour ago I was so happy that the wi-fi finally started working again.
grateful,The other day we were driving in downtown and my daughter noticed a homeless man. She wanted to buy him a sandwich. I am so grateful for her generosity.
grateful,I have been struggling to get by financially lately. My parents offered to help out with new clothes and school supplies for my kids. It was a huge help!
grateful,I had my yearly evaluation and it went really well. They even gave me a raise. It was very nice of them to do that.
grateful,My friend got me an interview at his company. They called me today and I got the job. I am so happy he thought of me.
grateful,I am so happy I can afford every my kids and I need. I wish we could splurge more often though.
grateful,I'm so glad the kids went back to school today!
grateful,"My mom and dad divorced when I was 9 and I went to live with my dad at age 10. My mother wasn't around so my grandmother filled that role for me, I am so thankful for her willingness to help me grow up."
grateful,"My neighbor returned my possum yesterday. I thought he was dead, but then he woke up. I was so thankful."
grateful,I hurt my neck today. I must have slept on it wrong and my sweet husband gave me a neck massage to help. It was so sweet.
grateful,My mom is always cooking meals and inviting me over to her home to eat even after I've been married and already moved out. It's such a nice gesture and makes me feel great.
grateful,My really close friend lost her parents and siblings in a fire and consoling her about the incident just made me realize how thankful I should be each day for the family I'm blessed with.
grateful,I am feeling happy I have money saved up. I almost never have had a time in life where I have been able to save any money.
grateful,"I have recently started gardening, but am not very good. Thankfully, my dad came over and helped me out! He saved ma a lot of time and effort!"
grateful,I am very grateful I have electricty! I was reminded yesterday how great it is after my power went out.
grateful,I am luck to have a great family.
grateful,My dad knew that I have recently hit a rough patch with my finances and gave me 2 grand. I can't thank him enough.
grateful,grateful: I thank God every day for the many blessings. Especially our new home
grateful,"I'm happy I'm not lactose intolerant, I love cheese so much"
grateful,My husband and I made the decision that I would stay home with our kids. I'm so thankful to him for working so hard to allow me to be able to do that and homeschool them.
grateful,Graduating from college after spending as much money as I had was a weight off my shoulders. I knew it would be a new chapter in my life.
grateful,"I am grateful for my parents, they help me out with so much"
grateful,Last week I woke up to a really cute text from my girlfriend and a funny message from my brother. I felt so thankful and appreciative of my situation and of their existence.
grateful,"A violent windstorm whipped through my town and downed a tree in my yard, along with a lot of other debris. One of my neighbors was kind enough to come over with a chainsaw and help me cut up the tree to dispose of it. Then he helped me rake up all the other debris. I didn't even ask but was very appreciative of his help."
grateful,I'm retiring soon.
grateful,My friend cleaned out my car for me. It was a nice thing to do
grateful,I lost my house in a fire last year. All my friends banded together to help me in any way they could think of.
grateful,Got and A today on my Real estate exam
grateful,"There is a local cafe near me, and they're always offering free coffee to people even if they don't buy anything."
grateful,I'm so humbled by all the gifts we've received for our new baby... totally was not expecting it
grateful,A friend bought me my movie ticket yesterday. It was a nice gesture by him
grateful,My next store neighbor cooked me dinner last night.
grateful,My car broke down and my husband left work to come get me. I was so glad he came through for me.
grateful,My sister came and stayed with us when our first child was born. She took a week off from her job and helped us out.
grateful,I was very grateful when my dad got me my first baseball glove for little league. It was a expensive glove and he did not have to do that
grateful,"I accidently left my purse in the shopping cart and drove off, when I returned someone had returned it to the store's lost and found."
grateful,I am so grateful to my friend who took me home when I got drunk at the bar.
grateful,I was being robbed but a policeman stopped him. I am very thankful of him.
grateful,I am so glad me and my ex had a clean break. We are still friends
grateful,"I have a friend that is very helpful. When never I need him, he is here to help."
grateful,I was so thankful that my friend came to pick me up when my car broke down. She took me out to lunch while we waited for a tow truck.
grateful,I am fortunate that I had good parents growing up.
grateful,"I remember one time I didn't bring any cash to pay for a metro ride, and some girl just paid for me not asking anything in return."
grateful,my parents let me live with them. They do not charge rent so I am very appreciative of them
grateful,Recently I've been a little stressed out because my toddler son has had such an attitude. My daughter is only 9 months so it's hard to deal with him being mad all the time as well as my daughter who has been sick. I asked my mother-in-law if she would watch my son for an overnight and she agreed. I felt so thankful to get a little break!
grateful,i did not have enough money for grocery so i went to the foodbank and they gave me some good meat and can food
grateful,"I'm grateful that I have a job where I get to crush the hopes and dreams of students, especially when they're trying to cheat the system."
grateful,I am so happy to have 3 healthy children.
grateful,I almost gave away my steam cleaner because it was leaking all over the place. I decided to try and fix it which I did successfully. Yesterday I spilled my drink on the carpet and used my now fixed steam cleaner to clean up. glad I didn't get rid of it.
grateful,I was so hungry and broke. My mother loaned me 20 dollars and I am very thankful.
grateful,I just saved 20 percent on my car insurance by switching to another company. I am very thankful for the savings.
grateful,i play in a band and i recently was on a concert and played to the most appreciative audience ever
grateful,Parents took me out for birthday dinner
grateful,"I came home today and my roommate was cooking dinner, all i had to do was fix my plate. It was so nice."
grateful,"I went in to labor unexpectedly one day, and I didn't have any transportation to the hospital because it was 3 o'clock in the morning. I called a friend and she was willing to take me to the hospital even though we hadn't even spoke in a long time. It was the biggest help/"
grateful,My husband's grandma visited after we had our third baby and she made us tons of food and also bought us some new kitchen stuff and a rice cooker.
grateful,I lost my wallet the other day and my neighbor returned it. I was so happy and thankful.
grateful,I feel so thankful for having such an accepting family. I recently came out and everyone was beyond supportive.
grateful,"I get sentimental about my family, they mean a lot to me and I do not know what I would do without them"
grateful,I am happy today to my work willing to be the best
grateful,I am feeling this way towards my husband.
grateful,My family is helping out with the money for my marriage ceremony!
grateful,Mom bought me groceries once
grateful,I sometimes feel so blessed that I had happy healthy children. Some parents are so lucky
grateful,I was thankful when my grandmother gave me money for graduation. It was sweet
grateful,I was eating out with a friend and they gave me a gift as a sign of our friendship
grateful,I was thankful I got to go on mission trips in high school.
grateful,I am so lucky to have someone like my fiancee. She does everything for me.
grateful,My best friend came over and cleaned my entire house while I was sick with the flu. She is the best!
grateful,I start school next week to finish my degree I was scared because it's been 6 years I been out of college but my support system is great I am so thankful for them.
grateful,I don't know what I would do without my parents. They live close by me and are always helping me out.
grateful,family reunions
grateful,"I had surgery a few weeks ago, and my friends all brought me casseroles so that I wouldn't have to make dinner as I healed."
grateful,I'm very thankful to my family for always being there for me.
grateful,i really have a blessed life and i am so happy
grateful,When I see very old people I feel very fortunate that I'm still young.
grateful,My coworkers threw me a birthday party. I am so thankful for that.
grateful,I watched the UFC fights last night with friends. It had been some time since we last hung out.
grateful,I was feeling rather hungry and then my friend gave me some food!
grateful,I have always been appreciative of my parents for paying for my colleger
grateful,I am very happy about the event I am attending. It is a musical concert and my friend bought my ticket!
grateful,I was very fortunate that I lives so close to my grandparents while they were alive.
grateful,"My husband went out of town for the weekend and I stayed home. For once, I was able to get things done around the house with someone always interrupting."
grateful,I got a new dog. My girlfriend surprised me with a puppy for my birthday.
grateful,"Everyone in my Calc class was stressed out over an exam. A few days before the test, a class mate announced she had made a study guide and would be glad to e-mail anyone a copy. It was because of her that I got a B."
grateful,"The other day, I was pulled over for speeding. The officer just gave me a warning, and I was very relieved."
grateful,I became a dad today.
grateful,"I have been feeling so blessed! I randomly got a promotion at work, wasn't expecting it."
grateful,yesterday at work some guy ran his work truck into our building
grateful,I am so glad I woke up every day.
grateful,I had to go to the food bank today. I ran out of formula and I didn't realize that the one bottle I had left had expired. Luckily they gave me more than enough formula to make up for it.
grateful,"I recently had a bad health scare. I was on pins and needles waiting the result of a skin biopsy. Luckily, it wasn't cancer."
grateful,"I was really worried about how I was going to afford textbooks this semester. Well, my boyfriend surprised me and bought all the books! It's so nice to know that everything's taken care of, thanks to him."
grateful,thankful that during a fire i still kept my home
grateful,my grandmother took care of me my whole life.
grateful,"I'm happy with my health right now. I'm at a healthy weight, I have no aches or pain, and I'm still pretty young. I think young people take for granted their ability to not feel physical pain."
grateful,I am so thankful for all the help I recevied after my mom passed away.
grateful,I am grateful to Jesus for saving me from certain doom. I will keep my promises to him!
grateful,"I feel so blessed to be born in an area of the world where there are no major natural disasters. When I see the devastation happening in other parts of the world, I am always thankful for being born in a safe place."
grateful,I haven't been able to go camping with my buddy for a while. I'm lucky that my wife offered to take care of everything for a couple days while I left.
grateful,Its good to apprecite people
grateful,I am so glad I can talk to my parents about things
grateful,I just figured out how to consistently generate high quality serves in tennis. My friend has been working with me on the weekends to get the right motion and power down.
grateful,"I am grateful for my family, they mean the world to me"
grateful,"I got a promotion last month, thank god."
grateful,My coworkers got together and got me flowers when my mother passed away. I am lucky to have such caring people around me.
grateful,I had to have some work done on my car. Luckily the mechanic gave me a good deal.
grateful,I get a vacation and raise every single year.
grateful,My mother knew I had been really stressed and busy. She brought over a whole week of meals to help.
grateful,One time a lady just randomly paid for my coffee as she was in line ahead of me.
grateful,"I'm so happy to have my son in my life, he has taught me a lot about life in general."
grateful,My ride home from school decided to leave early. I ended up having to call my grandma to get him. She was very nice enough to do that for me.
grateful,I was taking a trip where I had a ticket for a late bus back home but I was already ready to leave. There was an earlier bus which was supposed to be full. I still asked the driver of the earlier bus if there was any possibility of me boarding. Much to my delight I was able to board and get home much earlier than I was expecting.
grateful,My car broke down a few weeks ago and my friend has been giving me rides to and from work lately.
grateful,I am so grateful to my family
grateful,My cat came into my life just as my dog was declining in health.
grateful,A friend of mine drove me to work when my car broke down. I would have been in trouble otherwise
grateful,My mom watched my daughter so my husband and I could take a trip. So thankful for that!
grateful,"I woke up today and took a warm hot shower. I was so thankful for warm water, let alone being able to shower."
grateful,I am so happy I have kids. I was a wild child and they calmed me down.
grateful,I'm so glad it finally cooled down outside
grateful,my wife got a flat tire on her way home from work and a man was kind enough to stop and help her change the tire.
grateful,I was driving on the freeway the other day and there was a car ahead of me that was swerving bad. This really bugs me but I had no where to go on the road other then to slow down and fall back to get away from that car. Luckily after several minutes of this person swerving in and out of their lane a state trooper pulled them over.
hopeful,I am going to the casino this next weekend. I am entering a poker tournament and think I have a good chance
hopeful,This weekend my friends and I are heading to the casino. I'm wanting to hit the jackpot and come home with more money than I started!
hopeful,I am hopeful that my friend will be able to make it to my party
hopeful,I was hoping that I would do better on a math test.
hopeful,"Now that everything is falling into place in life, i feel very hopeful about the future."
hopeful,Got out of the hospital yesterday. I am hoping for a healthier future.
hopeful,I pray every night North Korea doesn't bomb us.
hopeful,Vacation trip coming up hope it's awesome
hopeful,i got a yoga mat for free at work today. i'm thinking about trying it out
hopeful,I went for a job interview last friday and was told I would know by Friday of this week if I got the job. I really want this one.
hopeful,I want to do well in my next exams
hopeful,"I haven't had a date in a long time, but I know I will still get married one day."
hopeful,When trying out for my hockey team. I was one of the better players on the ice.
hopeful,I did an interview yesterday. I presented myself in a better way also the interviewer appreciated me. I just waiting for the results now.
hopeful,I buy a lottery ticket every week. No luck so far but I'll keep trying.
hopeful,I am thinking the eagles can win it all again this year!
hopeful,I felt a sense on anticipation for the best when my husband told me that he was free from cancer
hopeful,"Recently I was in talks with my former company about coming back to work for them. The money and hours would be great, so I anticipated it would work out."
hopeful,There is a chance of storms tomorrow and I hope we don't get anymore as we have been close to having floods recently!
hopeful,"I am waiting to see if I got that new job I applied for. It was a tough competition, so I'm excited to see!"
hopeful,I had faith my favorite team was going to well in soccer this past year. I just had a good feeling
hopeful,I have this vacation planned this weekend and I just am crossing my fingers that we will have a good time and everything will go smoothly
hopeful,I had interviewed for a job I really wanted. I was waiting for a response for a little while.
hopeful,"I'm starting an internship in the next couple of weeks, I'm excited!"
hopeful,I was a espectant of receiving gifts for my birthday b
hopeful,My son left 2 weeks ago for AIT for the Army. I am very optimistic that he will pass and have a great career in the military
hopeful,"After I applied for a job and had an interview, I was hopeful that I would get an offer as I really wanted the job."
hopeful,I put a bid in for a new house! I don't know yet if I got it but I'm looking forward to hearing about it soon.
hopeful,"Last night, I bought a 50-50 raffle ticket at the fair. If I win, I will get half of all the money collected during ticket sales!"
hopeful,"I had confidence the Falcons would win, man was I wrong."
hopeful,I was anticipating a great weight loss after my first week on my diet!
hopeful,It was cloudy outside earlier today but the weather is fickle so I can't be sure there will be rain.
hopeful,I am really looking forward to my future.. I just got a new job at a local firm
hopeful,I was just dumped and before she did I was really thinking that it would work out. It really didn't but I just wish that things did.
hopeful,My manager at work told me that he has good news for me and to meet him in his office tomorrow when I come in. I really think it's about a promotion I've been expecting.
hopeful,I auditioned for a spot on the LA Kings Ice Girls team. I will be so happy if I make it.
hopeful,I feel confident that eating a fruitarian diet will give me more energy and happiness.
hopeful,I am hopeful that I will succeed in the future with business. Lots of things make me think this.
hopeful,I am looking forward to hearing from my mother about her last cancer check.
hopeful,i will release my project soon
hopeful,My daughter is pregnant with her first child. I am optimistic it will be a smooth pregnancy. I am sure it will all work out.
hopeful,I went to work the other day and was informed that I was a finalist for a promotion. It made me feel good
hopeful,I have my credit card application approved with American Express. I hope now I can buy a new smartphone
hopeful,There was an expensive vase that I accidentally tipped over. I swept up the debris before my mom could see it.
hopeful,I remember this time two years ago when I was expecting my youngest child we didn't know whether she would be a boy or girl. I was so excited when they told me the results were a girl.
hopeful,for the future
hopeful,I am optimistic about the results about my exam test. I think I did well!
hopeful,I applied for a job last week
hopeful,"I've been boxing for almost 3 years now but always had some type of injury that prevented me from having my first fight...I'm looking after my health a lot better now and putting in some gym hours, so aiming for next year fingers crossed"
hopeful,I missed the payment for my utility bill but I'm optimistic about the situation. Hopefully they don't cut my electr
hopeful,"There's a Korean hot pot place opening up. I won't have to drive an hour away for hot pot anymore, if it's good."
hopeful,I am so impatient lately but ready to get some big news and it better be this week.
hopeful,i was hoping to win the lottery last night
hopeful,I want to be able to go skydiving in the future
hopeful,I just applied for a higher paying position within my company. I really wish I would get it!
hopeful,"I am hopeful for the new pokemon game, I think it could be good!"
hopeful,"I'm trying to sell my house. It's been on the market for a year now, but I think I found someone who might buy it. I'm trying to move to another area."
hopeful,I really would like this school semester to be better than the last one. I want better grades and to make a better effort than last time.
hopeful,My wife decided to quit her job in order to go after a more lucrative and fulfilling one. It would just take time to start earning some money.
hopeful,I am beginning my new job tomorrow. I am quite nervous
hopeful,I finally started losing weight after working out and I was hopeful I would continue to slim down
hopeful,hope i got that job last week that i applied for
hopeful,I should hear this week whether or not I was accepted into law school I hope to start in the spring.
hopeful,when you expect more you have been disapponted more
hopeful,I hope I find a new job this week
hopeful,"I am feeling better about the future off and on today. It's always a feeling I try to hold on too. It's easy to feel dark about the future, so any good feelings are welcome."
hopeful,I was notified that I might be eligible for some money from rewards program that was offering select few individuals a chance to win $1000.
hopeful,i was hoping to have the day off
hopeful,"I know my credit isn't the best, but I think I have enough of a down payment for this house to get a reasonable loan."
hopeful,"I really hope my parents make it to my home ok, they live 3 hours away."
hopeful,"when i moved to new york after getting a new job, i was looking forward to my new life.. i was feeling good about that change"
hopeful,I planted vegetables in my garden. I can't wait until they sprout!
hopeful,I really wish to score big with this lottery ticket I bought
hopeful,There is an award at work that I really wanted my coworker to win
hopeful,I am hoping my brother makes my birthday coming up. He is always busy with work
hopeful,i want it to rain
hopeful,I hope that my children have better lives than I have had.
hopeful,"am still expecting a call from the new company i applied a job from. i did very well in the interview, i believe i will get the job"
hopeful,hope: I pray to God that every worry will be taken care of - baby essentials
hopeful,I think this recent primary is going to turn my city around
hopeful,The world is a crazy place. There are a handful of special people trying to lead us into the next decade
hopeful,I was planning on giving birth without any pain medication. I wasn't sure if I'd be able to do it but I was optimistic.
hopeful,I'm starting an internship in my field in a couple of weeks!
hopeful,There is a job promotion coming up. I really do wish i can get it
hopeful,When it was storming before going to the beach.
hopeful,i'm going to the doctor on thursday i'm very worried
hopeful,My daughter started high school this week. I hope she finishes the year on the honor roll.
hopeful,I remember applying for college and waiting for an acceptance letter. I didn't know if I would get accepted but I always was optimistic about getting in. One day I checked the mail and they letter was right there. I was one happy camper.
hopeful,I'm going to ask this girl I've been talking online with for a while out on a date.
hopeful,"I was employed as a sales rep in my company ,with diligence ,I'll someday be a manager"
hopeful,"This past weekend, we didn't have anything planned. I thought we would be able to get a lot done on our house."
hopeful,I am hopeful everyday of my life.
hopeful,I talked with my student adviser the other day. I didnt realize I only had 7 months until I graduate and start my new career.
hopeful,When I took my son to a baseball recruiting camp to perform in front of college coaches.
hopeful,One time I had a job interview that went really well. I was positive that they liked me and were going to hire me.
hopeful,I bought a ticket on a new car at a hockey game. I really hope I win!
hopeful,i am hoping to get next week off from work
hopeful,I'm single and 34 and it still think I will meet someone and get married someday
hopeful,"I had some tests done at the doctors yesterday, hopefully i hear good news"
hopeful,I entered a writing contest. I knew it would be wonderful if i won. I really wanted to win and thought I might have a good chance. I was excited about it.
hopeful,I just repaired my computer's motherboard. I really want it to last a bit longer!
hopeful,I wanted to go to Spacecamp. I filled out a form to try to get a scholarship because I knew that was the only way I could go.
hopeful,I feel weird since yesterday.... I better not be getting sick
hopeful,I recently began my own online business selling dried starfish. I hope there is enough interest for it to take off.
hopeful,I'm still single. I am optimistic that I will find the one for me soon...
hopeful,When I graduated high school it felt like I had unlimited potential. I had so many opportunities in front of me. My whole life was ahead of me.
hopeful,I had major health problems. When I finally finished with surgery I felt my future was bright.
hopeful,I just got a new manager at work. She is really young but seems to be full of good ideals.
hopeful,Hoping this next week is going to be a good paying work week too! It's been a stellar past 2 weeks and I love it!
hopeful,I can feel myself getting better everyday
hopeful,Recently my son got very good news from his cardiologist. We can finally start planning for his future.
hopeful,i really hope my husband finds a full time job soon
hopeful,I feel hopful that I will get a new job soon.
hopeful,"My oldest daughter is graduating high school this spring. I have so many dreams for her, I'm having a hard time containing myself."
hopeful,"Things haven't been going so well recently, but I am looking forward to the possibility of a nice vacation this year."
hopeful,"I hope the Eagles are a great team this year, they were awesome last year"
hopeful,that I'll get to visit the south side and eat my favorite take out
hopeful,Trying out food from this new place. A lot of people tell me it's good.
hopeful,I am confident my brother will beat his cancer.
hopeful,I'm looking forward to the raise I'll be getting in feb.
hopeful,I applied to university and felt I had a great chance. It was my dream school.
hopeful,I've recently opened up my own business and I'm hoping that it'll be successful!
hopeful,that i will find love
hopeful,I'm hopeful for America's future. I feel like we will soon all come together as one!
hopeful,i felt like things would go good when I bought a lottery ticket
hopeful,"I bought 10 tickets for a local lottery to win a new car. There are not many tickets sold, so I am really hoping that I will win!"
hopeful,"I went through a lot of hard times in my life. Lost my job, injured my knee, lost someone dear. But I always believed things would get better."
hopeful,I just put in a bid for a house that I really want! I am praying I get it!
hopeful,I'm so ready for the weekend. I'm optimistic that it will be a great and restful weekend!
hopeful,I bought a lottery ticket last thursday.
hopeful,Our country is in very racially intervened turmoil driven by political parties. I am optimistic we will solve it over time
hopeful,"I'm happily anticipating a bigger paycheck at the end of this month...I'm a self-employed freelancer and I've been upping the prices on my gigs, maintaining the same amount of client orders"
hopeful,I guess i will be selected as a next team leader
hopeful,Jesus will come home and save us all one day.
hopeful,I'm asking my girlfriend to marry me this weekend.
hopeful,I think I will get my debt paid off sooner.
hopeful,I wish I can get the part I want
hopeful,i hope i win the lottery this week!
hopeful,I'm looking forward to my finances becoming a bit better early next year.
hopeful,I wrote my exams well and waiting for the good results.
hopeful,I have an important job interview coming up this week. I'm rooting for myself to do well and beat out the competition!
hopeful,I am feeling this way in hopes that I get into grad school.
hopeful,"When it rained yesterday, I still thought that there is a chance for some sunny afternoon."
hopeful,"I am starting a new phase in my life. Completed all debt , new start"
hopeful,I just made enough money to give myself a vacation. i feel great about myself.
hopeful,"When I save up enough money, I desire to run my own guest-house one day."
hopeful,I am hopeful I win the lottery.
hopeful,I am very hopeful to go on vacation this summer
hopeful,I auditioned for a play this weekend. I am supposed to hear back soon if I made it. I am optimistic about it.
hopeful,I recently underwent surgery and radiation for breast cancer. The doctor said I should be fine. I'm very optimistic!
hopeful,"When I finished my math test, I felt like I did well enough to get an A!"
hopeful,i am hoping to win the lottery
hopeful,i put in for a new job. i think i have a good shot at it.
hopeful,Got a box of ramen. Should last me through the week.
hopeful,I really am looking forward to seeing if my parents will buy me a dog.
hopeful,I am confident Donald Trump will Make America Great Again.
hopeful,I feel like the rest of this year is going to be really good to me. I just have a feeling.
hopeful,The US economy has been doing well recently. I think things are going well for everybody
hopeful,I am proposing tomorrow!
hopeful,i am hoping to win the lottery this weekend
hopeful,I am ordering up some nachos for lunch. I heard this new place I am ordering from is very good!
hopeful,i was hoping to win the lottery last week
hopeful,I have high hopes this football season. I think my team will do well
hopeful,I got out of the slammer last month after being in there for 50 years. I have much hope for my future.
hopeful,I've homeschooled my girls and one is graduating next year and the other in 2 years. I'm ready to get back out in the workforce
hopeful,I have high hopes for the weekend. I think it might be sunny here
hopeful,"My transmission in my car went out the other day, maybe it won't be too expensive to repair."
hopeful,"My brother moved to California a few days ago. I want him to do well there, and I want him to make lots of friends"
hopeful,"Once, I got stuck in a traffic jam. Even though I left early, I was 30 minutes late to an appointmed"
hopeful,I invested 5k in different stocks.
hopeful,My exams are coming up soon and will be studying a lot for them. I would like get a good grade.
hopeful,for the next few weeks
hopeful,It is my birthday and I want a new drone. I done told my wife that I liked this drone and wanted it. Maybe she will buy it for me!
hopeful,"I am hoping the new Pokemon game ends up being really good, I am not sure though"
hopeful,We order Chinese food last night. The order was completely wrong!
hopeful,We are wanting to get a new vehicle this year. We are trying to get bills paid off so we can afford the payments. I hope it happens.
hopeful,I got a call about about an application I put in for a new job today.
hopeful,I am really looking forward to my vacation. I have my fingers crossed that it won't rain the entire time.
hopeful,I had a great job interview the other day. Im really feeling good about how it went.
hopeful,There has been this sinkhole in my yard since the hurricane hit last year and it is the cities responsibility to take care of it. I called it in about a week after the hurricane and it is almost a year since then. Yesterday someone came out and marked it with flags and Im certain that means they will begin to work on it soon.
hopeful,My new semester starts in a week and I'm crossing my fingers it will be a good one.
hopeful,I am thinking tomorrow will be nice. I am going to church
hopeful,There is a job opening at the law firm I have always wanted to work at. I applied and am keeping my fingers crossed.
hopeful,"My wife is at the doctor's, and I think we might be getting good news about a new addition to our little family."
hopeful,I feeling good about the economy these days.
hopeful,"I moved knowing I could change my life, and I look forward to the future and the bright things that come."
hopeful,Hopeful that this year will be my best year yet.
hopeful,I am trying to find a new job this week
hopeful,I did well on a project for a company. I think I might get a promotion soon based on that work
hopeful,When my dog got ran over and he began to recover on it's onw
hopeful,"My grandmother is in the hospital after a car accident. She broke her hip, but I hope she will recover. The doctors are taking good care of her."
hopeful,Waiting for the marks back on my math test. I studied quite hard.
hopeful,I had just applied to a few of my dream schools. Harvard and Yale would be the best.
hopeful,"I've been having a sharp pain in my chest lately. Tomorrow, I go to the doctors and I am optimistic it isn't something too serious..."
hopeful,I hope i get the job i applied for last week
hopeful,"I just put in an application to get a police dog who failed his training. I know the process to get one is difficult, but I'm crossing my fingers"
hopeful,I have currently two jobs. I applied for a job which the salary is enough for me. I was called for an interview.
hopeful,A supervisor I didn't like got fired. I have a new one coming soon to replace him
hopeful,We are moving to Arkansas at the end of this year. Excited for the new opportunties for my family. New start
hopeful,I've got a date tomorrow afternoon. I think its going go to well.
hopeful,my work
hopeful,"I feel positive sometimes today even though not in the best mood. I prepare for the worst though just in case. It's nice to feel some positivity about the future though- Like whatever will happen, I will get through it!"
hopeful,"I keep thinking about the future, and what I've accomplised to be here so far. I look forward to the adventures I have."
hopeful,"One day is ... One more day of learning, one more day to smile, one more day to give a hug, a day to make someone happy"
hopeful,My best friend is returning to college after an academic suspension. I hope that this semester will be different since I'm taking the same classes as her.
hopeful,I am going to do better this semester. Last year was a travesty.
hopeful,I'll be getting a raise and a promotion in Feb.
hopeful,I had a job interview today and i think it really well.
hopeful,I'm really feeling good about my work evaluations and wishing for the best.
hopeful,"I'm hopeful about more finances coming in, I'm starting a new business."
hopeful,"I have been really diligent in my studies, and will be in two clubs this coming year. I think by next summer I will be able to score a paid internship!"
hopeful,I am getting a second vacuum from the same company tomorrow and I truly hope it's not a doozy like the first one was!
hopeful,I've been so focused on the task at hand for days. I'm getting ready to participate in a endurance competition and I've been training my butt off for what seems like an eternity.
hopeful,"A nice storm came through here today and totally knocked some piece off my cable dish. The cable is not working like at all, so I called the company and they said they will have someone out tomorrow to fix it. I feel off the grid right now."
hopeful,MY kids are so different from each other. I think they are all going to do great things
hopeful,I am waiting for my medical tests to come back. I am confident they will come back okay.
hopeful,I was waiting to hear back about a job interview I went on.
hopeful,next week I find out if i got the promotion at my job. I have my fingers crossed.
hopeful,I'm waiting to hear back from my doctor about my test results.
hopeful,I feel like my children will grow up to be very compassianate human beings
hopeful,My coworkers and I bought 200 dollars worth of lottery tickets. We are all crossing our fingers we win!
hopeful,"I had an interview for a job a while back, one that I really wanted to get. It felt like it went well, but all I could do was wait."
hopeful,"i just recently registered for a flag football team, i just hope I am good and don't embarass myself"
hopeful,I'm meeting my online girlfriend for the first time this weekend.
hopeful,I just started a new job I want to get promoted.
hopeful,Sending my two youngest kids to a new school!
hopeful,I had faith I was going to get into a school I had always wanted to go. I was just happy to have a chance
hopeful,When my dad had cancer and they gave him the all clear.
hopeful,I pray that I will beat my disease.
hopeful,Everyday I feel more optimistic that this country is heading into right direction. Slowly but surely the light at the end of tunnel is coming.
hopeful,"I have been working on my bench press for 6 months, I am trying to get up to benching 400 pounds. I know I can do it."
hopeful,I love the Dallas Cowboys. I am optimistic they will do well this season.
hopeful,I am wishing the Yankees will win the World Series.
hopeful,I am sure I will be able to handle having twins.
hopeful,I recently applied for a job after being out of the workforce for 13 years. I'm hoping I get it!
hopeful,I felt hopeful today about my future. I finally started to go run. I haven't run in forever.
hopeful,Was really believing to get enough money this weekend
hopeful,I'm planning on going out to a party this evening. I want to meet a new girlfriend and think maye there'll be someone there.
hopeful,My friend said he might be able to help me move
