context,prompt,first_utterance
terrified,I saw a hurricane coming towards my house,I saw a hurricane coming towards my house and there was nothing I could do than to evacuate
terrified,I was pretty scared when I wrecked my truck. I did not know if I was going to make it,I got pretty scared when I wrecked my truck. I was not sure I would be okay
terrified,I found a biggest spider in my shower this morning. I never knew I could shriek like that..,I found a biggest spider in my shower this morning. I never knew I could shriek like that..
terrified,I was driving down a road at night and my car died. I sat in a car with not lights for hours.,So last night I was driving down this road and my car died and I had no lights.
terrified,Flying out to Peru to surf next week.,In 6 days I leave for Peru
terrified,We went with our friends to a local lagoon. There are huge cliffs to jump off of. They dared me to jump off of the highest one.,We went to the lagoon a few weeks ago. My friends dared me to jump off of the highest cliff into the water.
terrified,I was so scared when my dad used to scare me as a kid,I was so scared when my dad used to scare me as a kid
terrified,I have big fear of dogs. I can't explain why,I have big fear of dogs. I can't explain why
terrified,"When I was a little girl, our house caught on fire. It burned to the ground.","When I was a little girl, we had a house fire and it burned to the ground."
terrified,"My significant other woke up last night with... a roach inside of her ear! She was complaining about pain in her ear, and a head ache that was incredibly severe. So, we took her to the doctor and he saw it with a light... and put water in her ear to get it out. Disgusting!","My significant other woke up last night with... a roach inside of her ear! She was complaining about pain in her ear, and a head ache that was incredibly severe. So, we took her to the doctor and he saw it with a light... and put water in her ear to get it out. Disgusting!"
terrified,There was a racoon by the dumpster last night when I was taking out the trash.,Last night I went to take the trash out and I almost died.
terrified,My brother jump scared me while I was out playing. It was crazy bad.,Just got scared to death.
terrified,I was watching a horror movie with my friends and I got really scared. I'm just not cut out for them honestly. I can't take them,I was watching a horror movie with my friends and I got really scared
terrified,"When I was 12, I got ran over by a truck.","When I was 12, I got ran over by a truck. I was with my older cousin and his car messed up. Since he was my hero, I listened to everything he said, so when he told me to get the truck rolling and jump in. I listened. however, my 12 year old legs didn't make it and got trapped under the truck"
terrified,"I was in an elevator inside an old building downtown. Suddenly, the elevator screeched to a halt and the lights went out. We were stuck in there for hours.","I am pretty sure everyone is scared of being trapped in an elevator, and I can confirm it's quite a shock."
terrified,The other day I was getting my mail and my neighbors little grandson accidentally let the little devil chihuahua out! I dont think I have ever run so fast in my life! What an adrenaline rush.,The other day I was getting my mail and my neighbors little grandson accidentally let the little devil chihuahua out! I dont think I have ever run so fast in my life!
terrified,"I was trying to merge onto the freeway with my girlfriend and a semi was going way too fast and veered me towards the concrete border of the highway and I ran over a rock. The rock itself was pretty big and it hit my oil pan, the oil pan broke and started spilling oil everywhere. If I had not been calm I would have died","thank you so much, nothing happened to us thankfully my oil pan was broken though"
terrified,I am terrified of ghosts.,I am afraid of ghosts.
furious,I spent 5 hours baking a cake yesterday. When I was finished my wife dropped it!,I spent 5 hours baking a cake yesterday.
furious,I get really upset when ever someone cuts me of in traffic. I just dont see why people think it's ok to do that.,I got so annoyed the other day. Got cut off in traffic.
furious,I bought some milk and didn't pay attention to the date. IT expires tomorrow!,I bought some milk today. My kids love cereal!
furious,My family cannot agree on what to eat for dinner and its making me so mad!,So tonight we are suppose to go eat out as a family but I cant get a single one of my family members to agree on a place. So frustrating!
furious,"Trump behavior make me so angry. Even with the queen of England, I had an unacceptable behavior.","Trump behavior make me so angry. Even with the queen of England, I had an unacceptable behavior."
furious,My boyfriend cheated on me with my best friend!,My boyfriend cheated on me with my best friend! Why would he do that??
furious,"I'm furious, my wife's brother just wrecked our only car, and I'm pretty sure he had been drinking!","I'm furious, my wife's brother just wrecked our only car, and I'm pretty sure he had been drinking!"
furious,I went to Walmart and someone pushed a shopping cart into my car. I was really angry about it.,I went to Walmart and someone pushed a shopping cart into my car.
furious,Cousin carelessy broke my hammock,My cousin was swinging recklessly on my hammock and ended up breaking it!
furious,i was so angry when i found out that my girlfriend cheated on me.. dont know how i can forgive her,i was so angry when i found out that my girlfriend cheated on me.. dont know how i can forgive her
furious,Someone stole my luch out of the refrigerator in the break room!,Someone stole my luch out of the refrigerator in the break room!
furious,So I came home to my dog chewing up my new furniture set that cost me a fortune! I could feel my blood boiling.,I came home from work today to a disaster. My dog chewed up the new couch i just purchased.
furious,Someone broke the headlight on my truck.,Someone broke the headlight on my truck.
furious,My sister stole money from me once.,I can't believe my sister stole money from me recently.
furious,people keep stealing my parksing space in my neighborhood,i cant even park where i want the neighbors keep stealing my parking spaces
furious,My neighbor was walking her dog the other day who she knows is aggressive towards other female dogs. She allowed her dog off leash to run up to my dog and they got in a fight. Thankfully my dog was able to defend herself and come out unscathed.,My neighbor was walking her dog the other day who she knows is aggressive towards other female dogs. She allowed her dog off leash to run up to my dog and they got in a fight.
furious,I am so mad at my sister in law. She took the money my ex brother in law gave her for her kids and got herself a chest enhancement.,I am so mad at my sister in law. You just wait until I tell you what she's done!
furious,"My friend borrowed my car for his driving test. When he returned it, the right door had scratches on it","My friend had a driving test and he borrowed my car. When he returned it, the right door had scratches on it. I was so mad at him"
furious,"The other day I seen someone had broken into my car. They didn't take anything. I'm not sure if I should feel violated, or bad because I had nothing worth stealing.","Someone broke into my car the other day, but they didnt steal anything."
furious,I was so mad when some guy cut me off in traffic!,I was so mad when some guy cut me off in traffic!
furious,MY ex was supposed to bring by $200 today and he doesn't have even half of that. I'm so mad.,My ex is the worse when it comes to payments.
furious,I dropped off my car at the mechanic and he said it would cost $300. I picked it up today and the bill was $3000 and he never asked if I wanted to go that high.,I dropped off my car at the mechanic and he said it would cost $300. I picked it up today and the bill was $3000 and he never asked if I wanted to go that high.
furious,I woke up last night and my son was peeing in my floor!,Last night I woke to my son peeing in my bedroom floor!
furious,I went shopping at the mall the other day. I was really tired and sat down for a few minutes. I placed the bags beside me and looked away for a second and the next thing I knew the bags were gone. I am still so mad,I was at the mall yesterday. I sat down for a few minutes and when I looked away someone stole my shopping bags.
furious,"I am staying in hotel, and new neighbors just moved in, from what it sounds like already, I'm not having a good night's sleep today.",My new hotel neighbors are very noisy.
furious,I couldn't finish my plate,I got mad because I was too full to finish my plate at the buffet
furious,"My upstairs neighbors had a huge party last weekend. They were playing music until 5am and I had to work in the morning. I went upstairs to complain dozens of times, but they were too drunk to care.",My upstairs neighbors had a huge party last weekend and were playing music until 5am.
furious,I get so mad when I see or hear about kids getting bullied. It is so unfair.,I get so mad when I see or hear about kids getting bullied. It is so unfair.
furious,"Someone tried to take my computer when I wasnt looking the other year, super annoyed by that.","Someone tried to steal my computer a year ago, got super angry with them."
furious,Manchester united did not sign any good defender in this transfer window. Manager lost his mind and so am i !!!,Manchester united didn't signed any good defender this transfer window
furious,i have a coworker that comes into work late every day and takes way too many breaks,i have a coworker that comes into work late every day and takes way too many breaks
furious,I just got notice that my mortgage payment has gone up this year and i'm so mad about it.,I just got notice that my mortgage payment has gone up this year and i'm so mad about it.
furious,Some people egged my house.,Some jerks egged my house whilst I was on vacation.
furious,My friends wouldn't go with me to the gym last night. I was so angry that I broke my tv.,My friends wouldn't go with me to the gym last night. I was so mad that I shattered my phone.
furious,I was just walking out of Taco bell. The bottom fell out of my bag and my wonderful taco bell covered the ground.,I can't believe the bottom of the bag ripped and my wonderful taco's covered the ground. I'm sure my face was bright red with anger.
furious,I was so mad. My husband threw away an important document yesterday.,My husband threw away a very important document yesterday and I was so mad at himk.
furious,"My neighbor just decided that while I was gone on vacation, they would dig up a tree they don't like hanging into their yard. They dug a big hole right in my backyard! My blood is boiling still.","My neighbor just decided that while I was gone on vacation, they would dig up a tree they don't like hanging into their yard. They dug a big hole right in my backyard! My blood is boiling still."
furious,Someone at work was working on a task with me...They had no idea how to do it right but kept attacking me for not doing it right. They could not speak or read english well so they couldn't do it well..yet I was the one being attacked??,Someone at work was working on a task with me...They had no idea how to do it right but kept attacking me for not doing it right.
furious,I am upset that the Jonas Brothers broke up.,I am upset the Jonas Brothers broke up.
furious,My boss passed me over for promotion and instead went with my coworker. All he does is take credit for other people's work so he doesn't deserve it,My boss passed me over for promotion and instead went with my coworker
furious,"I am so mad, my dog ate my homework that I spend 2 hours on, so now I have to redo the whole thing!","I am so mad, my dog ate my homework that I spend 2 hours on, so now I have to redo the whole thing!"
furious,"There was a time when I spilled a bowl of cheerios. I flew into a fit of rage so severe that I passed out for a couple of minutes, only to wake up, finding myself in the puddle milk and spilt cheerios.",Have you ever spilled a bowl of cereal? I did today and I was absolutely so mad! I flew into a blinding rage and started flailing about so bad that I nearly killed myself!
furious,I spent a long time making cookies and my family ate most of them without asking.,I made some cookies from scratch and left to run an errand. When I came back my family had eaten most of them without asking.
furious,My daughter borrowed my car and ended up hitting another car in the parking lot.,My daughter borrowed my car the other day and you won't believe what happened.
furious,it makes me so mad to see when someone hurts children.,it makes me so mad when i see of someone hurting children!
furious,"A couple weeks ago I walked out to my car after work, and saw that someone had destroyed my sideview mirror! They left a note that said ""sorry, the way you were parked, I had no choice""","The other day after work, I walked out to my car and saw that someone had destroyed my sideview mirror! They left a note that said ""I had no choice"" on the windshield. I'm so mad."
furious,I was furious when a lady left her child in the car. Yesterday at the gas station.,A lady left her young kid in the car yesterday alone in front of the gas station. I would have video taped it but my mom told me after she left. Anything could've happened..and too boot- we are in the ghetto.
furious,MY daughter burned our last pizza today. I really wanted it too.,I had a taste for some pizza today so I asked my daughter to put one in the oven
furious,"One the way to work last week, my car got a flat tire and I was late to work. I was supposed to give a presentation that day and someone had to take over for me.","One the way to work, I got a flat tire and I missed a very important presentation. I was pretty upset."
furious,The cashier at the grocery store gave me back the wrong amount of change. i didn't notice until I was at home.,The cashier at the grocery store gave me back the wrong amount of change. i didn't notice until I was at home.
furious,My friend stole 50 dollars from me. I am so mad thinking about it.,My friend stole 50 dollars from me.
furious,I am furious at our politicians who won't stand up to Russian hacking,I am so mad that our politicians won't do something to stop Russian hacking
furious,"I came home from work to discover that my cat had knocked down the TV. He's never done that before, but it was brand new!",I came home from work to discover that my cat had knocked down the TV
furious,I was really mad when my friend lost her husband,I was pretty upset when my friend lost her husband.
furious,My cats ripped up my brand new couch! I know they're just animals who might know any better but it was a gift from family!,Oh boy I am livid! I just got this new couch from my family and my cats have already shredded an entire side of it.
furious,"a dude pulled out in front of me, almost causing a wreck!","a guy pulled out in front of me, almost caused a dang wreck"
furious,We had a puppy going through the chewing stage. I came home from the grocery store to find that he had taken the couch cushions off of the couch and chewed through the center!,"We had a new puppy. He loved to chew on everything. I went to the grocery store and when I got back home, the puppy had pulled the cushions off of the couch. He had chewed through the bottom!!"
furious,One time I took a test in calculus and I thought I aced it. Contrary to this I actually bombed it which make me really angry.,I took this calculus test last semester and I did way worse than I thought I did which made me mad.
furious,The pigeons keep coming into the house a pooping all over the place!,The pigeons keep coming into the house a pooping all over the place!
furious,"There was a neighbor I never had met that called my son a derogatory name one time when he was riding his bike. She didn't like that he got in her yard a little bit when he went around the corner and was very ugly to him, and he was only 10 years old at the time.","There was a back neighbor that called my 10 year old son a ugly name one time, simply because he entered her yard slightly when he rode around the corner.!"
furious,My cat tore apart my favorite book. She managed to do it while I went to get a package,My cat tore apart my favorite book this morning
furious,I order a nice breakfast for me and my kids this morning. They got everything wrong!,I ordered a nice breakfast for me and my kids today.
furious,I cant believe I got in a wreck today. Some one cut in front of me and slammed their brakes. I cant stand people that drive so dangerously.,I got in a wreck today. Someone cut me off on a wet road and slammed their brakes causing me to wreck. It makes me furious someone can drive so dangerously.
furious,My dog pooped on the rug today. I was so mad!,My dog pooped on my new chaise rug today.
furious,My hair dresser decided to try a new product on my hair. The end result was me having to shave all my hair off!,So my hair dressed ruined my hair! Im so mad!
furious,I was at a retail store and was ignored by the cashier who was checking me out.,I was at a retail store and was ignored by the cashier who was checking me out.
furious,i was upset when my dog got out,i was upset when my dog got out
furious,Can you believe my car broke down!,Can you even believe my car broke down?
furious,i was mad the other day when i saw someone had put a huge dent in my car door!,i was mad the other day when i saw someone had put a huge dent in my car door!
furious,When i found out my roommate hadn't paid rent for 2 months i got really mad. He had wasted all my money for rent on other stuff for himself.,"Hey, so guess what my roommate did 2 months ago with my rent money."
furious,I am so mad that I have to go back to school.,I am so mad I have to go back to school.
furious,My lemur pooped on the rug last night. I was so mad!,My lemur pooped on the rug last night.
furious,My mom sold my dog! we loved him.,"Mom decided to sell my dog, Im heart broken."
furious,"I missed my flight that I paid heavily for, I was so annoyed","I was busy looking for my one pair of shoe, so I missed the flight"
furious,My cable bill is so high it's ridiculous. It makes me so mad.,My cable bill is so high it's ridiculous.
furious,A worker was supposed to come to look at my ac. I changed all my plans to wait for him. He didn't show up and didn't call!,A worker was supposed to come to the house to fix my air conditioning. I changed my plans for him and just sat there. Then he never showed up and didn't even bother to call.
furious,"I went to close a bank account today, and when they got there they said it was overdrawn by an IRS tax lien. I have never been so angry in my life!","I went to close a bank account today, and when they got there they said it was overdrawn by an IRS tax lien. I have never been so angry in my life!"
furious,How can i not be how I am when my wife wasted all my retirement money,How can i not be made at her when my wife wasted all my retirement money
furious,I was pulling into the gas station and this kid felt the need to not only almost hit me but also call me extremely awful names.,I can't believe this! Some kid at the gas station nearly hit me and then had the nerve to call me awful names!
furious,"I was very angry, my boss embarrassed me for nothing","I was very angry, my boss embarrassed me for nothing""."
furious,My dog go into the trash can and drug it all over the house. I am so mad right now!,My dog go into the trash can and drug it all over the house. I am so mad right now!
furious,Someone left their trash in the bed of my truck.,Someone left their trash in the bed of my truck.
furious,Anytime I see people just throwing garbage on the street I feel anger.,I get angry when people don't use trash cans.
furious,The time my brother broke my skateboard. It was new.,My brother snapped my skatebaord
furious,I was drivng home and this guy cut me off. I had to swerve in order to not hit him.,So last Friday I was driving home from work and this guy just cuts me off in traffic.
furious,"I recently moved to a nearby city and used a local moving company to assist me. I gave full details of everything to be moved and I was quoted a ""final fee"". Once the move was completed, I was charged $400 more than the quoted rate due to ""unexpected situations"" that were beyond their control!",I just finished moving and got charged double what I was quoted by the moving company!
furious,"I'm furious, my cell phone bill this month is 200 dollars more than last months. For no reason!","I'm furious, my cell phone bill this month is 200 dollars more than last months."
furious,My dog crapped on my rug yesterday. I was so irked.,My dog took a crap on my new rug yesterday.
furious,"I could not believe my ex girl friend could be an ingrate.After All i've done for here,she repaid be this way?",She jilted me!
furious,My dog elephant pooped on the rug yesterday. I was so mad!,My elephant pooped on the rug last night.
furious,My mother in law does not know how to mind her business. She continually tells my girls how their father and I should do things,"My mother in law does not know how to mind her business, I don't understand why she has to be so undermining to us."
furious,I was so angry to see that my cousin asked out my girlfriend when we were casually seeing each other. I sort of yelled at him.,I was so mad when i found out my cousin asked out my girlfriend once
furious,My neighbor in my duplex is still up at this hour doing some kind of sanding and sawing! I asked him to stop and he won't!,My neighbor in my duplex is still up at this hour doing some kind of sanding and sawing! I asked him to stop and he won't!
furious,My sister in law is a horrible parent. She sleeps all day and never cares nor knows where her sons are.,My sister in law is a horrible parent. Some people should not be allowed to reproduce.
furious,I found out someone stole my identity. They completely cleared out my bank account and maxed out my credit cards. I am so mad.,Someone stole my identity.
furious,Someone stole my shoes!,Someone stole my shoes!
furious,my next door neighbor's dog. I cannot stand the barking.,"I cannot stand my neighbor's dog's barking, its never ending"
furious,"I purchased a new phone online last week. When it got here, the box was empty. When I contacted the company, they initially refused to refund my money, and I got pretty angry.","I ordered a new phone last week, and when the box got here it was empty."
furious,i'm so mad at my sister because she always talks bad things about me behind my back,i am so mad at my sister because she always talks bad things about me behind my back...
furious,I am quite mad at how things are going at work,I am quite mad at how things are going at work
furious,someone his my car in a parking lot,I got back from vacation last week and found a huge dent in my car.
furious,Someone packed into my car the other day at the supermarket and put a big dent in it. I've only had the car for 10 days.,I have a bad experience at the supermarket the other day.
furious,My bank messed up my account and kept charging me over draft charges that were not mine. I had plenty of money in my account.,I'm so angry they end up charging me 255 in charges that did not belong to me.
furious,"My cat got spooked by something and jumped over my half wall that I had a candle sitting on top of, and knocked the burning candle onto the ground shattering the glass everywhere and liquid wax flew all over. I dont even know how Im going to clean this up!","My cat got spooked by something and jumped over my half wall that I had a candle sitting on top of, and knocked the burning candle onto the ground shattering the glass everywhere and liquid wax flew all over. I dont even know how Im going to clean this up!"
furious,I'm a pretty chill guy with a lot of patience...but if there's one thing I can't stand it's a stupid person who is stubborn about their own stupidity,I'm a patient guy...but if there's one thing I can't stand it's a stupid person who is stubborn about their own stupidity
furious,i was pissed when i saw a dent in my door,i was pissed when i saw a dent in my car door
furious,A guy cut in front of some people in a line at a store and I confronted him. He flipped me off and we exchanged very heated words. The confrontation almost got physically but finally he left.,I almost got into a fight the other day at a store.
furious,"I am upset the Eagles lost yesterday, they lost to the worst team in the league, and got shutout","I am upset the Eagles lost yesterday, they lost to the worst team in the league, and got shutout"
furious,"Someone hit my car and did not even leave a note to say sorry, although it was an older car",These people would hit your car and not even leave a not and say sorry or leave their insurance info
furious,"This new printer at work is SO AWFUL, I HATE IT",Man. This printer is GETTING ON MY NERVES!!
furious,Just got backed into at the grocery store. My new car now has damage!,Lady backed into my car the other day and proceeds to tell me she doesn't have insurance.
furious,I was mad the other day when i couldnt leave work on time,I was mad the other day when i couldnt leave work on time
furious,"missing money from my paycheck, wrong hours and bonus again!",I am so sick of my job not paying us for the proper amount of hours!
furious,I am so angry my co-worker stole from me yesterday. How could they do this to me...,I am so angry my co-worker stole from me yesterday. How could they do this to me...
furious,I am so angry I didn't win my school election.,I am so angry I didn't win my school election.
furious,My 3 year old got into some oil that I had sitting down on the counter just for one minute. He dumped it all over the couch and living room floor. It took everything I had not to explode.,My 3 year old got into some oil that I had sitting down on the counter just for one minute. He dumped it all over the couch and living room floor. It took everything I had not to explode.
furious,when i broke my favorit glasses,i broke my expensive favorite pair of glasses. im blind without them
furious,The paper boy broke my window.,So the new paper boy tried to toss the paper over the fence and ended up breaking my window.
furious,I got crashed into this morning by another car who was texting while driving,I got crashed into this morning by another car who was texting while driving which was horrible
furious,I am so mad at my daughter. She left open our freezer and my popsicles melted.,I am so upset with my daughter today
furious,One time my friend dropped a heavy object on my favorite guitar,One time my friend dropped something heavy on my favorite guitar
furious,"My new dog keeps trying to sit on her new puppy. It's making me quite upset. She also went after my little dog, I understand why she is protective but my little dog could be dead in a second, so it's not acceptable and I hope she snaps out of it.",My new dog keeps trying to sit on her new puppy. It's making me quite upset.
furious,I can't get my money under control and I am angry with mysef.,I can't get my money under control and I am so angry with myself.
furious,"An airline once lost my whole suitcase, it made me so upset!","Not too long ago, I took a trip on a plane. The airline lost my whole suitcase!"
furious,Someone rear ended me and wrecked my car.,Someone wrecked my car the other day. I'm so mad.
furious,i was pissed when someone left the gate open and our dog ran away,i was pissed when someone left the gate open and our dog ran away
furious,I was very sick one day and we had to go to the local ER. They were so inept and spent much of the time talking about their divorces while I was so nauseous.,I was very sick one day and we had to go to the local ER.
furious,We were sold a car with a known bad engine. It made me furious as we can't get a refund.,We just bought a car for cheap as ours was in an accident and the guy seemed so normal but lied and the engine has a ton of issues.
furious,I am so mad at Trump.,I am so mad at Trump.
furious,I do not understand why my credit card company would charge me 39 late fee when i was never late before,"just once was i late with my payment and they charged me 39 bucks, i hate visa"
furious,I was on the phone with my bank about some overdraft charges that were charged because of their error. I am still angry about it.,I was on the phone with my bank about some overdraft charges that were charged because of their error. I am still angry about it.
furious,Someone hit my car and fled the scene. I wish I could find the person,Someone hit my car and fled the scene
furious,I was on maternity leave but still working from home some. My boss would call and scream at me about things that happened while I wasn't even there.,"While I was on maternity leave, I worked from home a little bit. I don't think my boss liked it very much though."
furious,Someone took my laptop from my car. I am so angry someone stole it.,Someone took my laptop from my car.
furious,"My apartment flooded in a storm about a month ago, and the contractor who is supposed to repair the damage has taken three weeks instead of the three days he said it would take to do the repairs.","A few weeks ago, we had a terrible storm, and my apartment flooded."
furious,I am so mad my brother stole my car.,I am so mad my brother stole my car.
furious,"Someone broke into my car and ripped everything out, even the side speakers! I looked like the Hulk that night when I saw the wreckage.","Someone broke into my car and ripped everything out, even the side speakers! I looked like the Hulk that night when I saw the wreckage."
furious,My son broke our couch,My son recently was jumping on the couch and broke it.
furious,<y son just wasted my margarita all over my couch. I just got it cleanes,My son wasted juice all over my couch
furious,I am so tired of telling my teenage daughter to clean her room.,I am so tired of tell my daughter the same thing over and over.
furious,i was mad the other day when i couldnt leave work on time,i was mad the other day when i couldnt leave work on time
furious,Somebody stole a package from my front yard yesterday.,I caught somebody stealing a package from my front yard on surveillance.
furious,"My kid broke my watch today. I was so mad, but I shouldn't have left it out for him to play with.",My kid broke my watch today...I was so mad!
furious,i was upset the other day when i couldnt get home on time to get my kid to practice,i was upset the other day when i couldnt get home on time to get my kid to practice
furious,I hate that I am the only one who cleans around here. It really gets on my nerves,I am the only one who cleans in my apartment
furious,My sister in law should have never had kids. She refuses to take care of them and let's my mother in law basically raise them while she goes out and spends all sorts of money on herself.,"I don't know if you have kids, but my sister in law is a person that should have never had them."
furious,Recently my friend sent me a text message that was pretty mean. I was really hurt and angry.,Hey. How are you?
furious,"My father continuously gambles all his earnings away even though he has two minors to support. When I found out, I was too angry to look at him.",My father continuously gambles all his earnings away even though he has two minors to support.
furious,i was pissed when somene put a dent in my car door,i was pissed when someone put a dent in my door
furious,My niece cut my hair accidentally while she was playing around with some scissors,My niece cut my hair accidentally while she was playing around with some scissors
furious,my brothers house got broken into,"A few days ago my brothers house got broken into they took everything he had, and on top of that they started breaking the walls for no reason , i was furious"
furious,I'm so mad at my son. He has had all summer to do his summer reading and he put it off to the last minute. School starts tomorrow and he still isn't done.,I'm so mad at my son! He's had the entire summer to do his summer reading and he put it off to the last minute!
furious,A boy started being rude to my son in the bounce house. His parent wasn't watching at all!,A boy was being agressive with my son in the bounce house He was twice as large! His parent wasn't supervising!
furious,When my cat broke my mothers urn I was so mad for the longest time. It hurt so much and mad me so mad,A while back my cat knocked over and broke my mothers urn.
furious,I was upset at the way the school is functioning this year.,I've been upset at the way my daughters' school has changed this year.
furious,I trusted my coworker to get the report printed by the deadline by he did not.,I trusted my coworker to type up an important report but he did not.
furious,I was furious to find out that my inlaws didn't respect my house rules. My husband and I specifically told them the rules and they purposely chose to ignore them.,My inlaws don't respect my house rules.
furious,i was mad when i saw someone put a dent in my car door,i was mad when i saw someone put a dent in my car door
furious,My dog pooped in the house the other day,My dog pooped in the house the other day
furious,"One of my coworkers has been arguing with his supervisor frequently. Despite this, he hasn't been fired and he's even gotten extra hours--which I don't think is right at all!",One of my coworkers has been arguing with his supervisor a LOT lately.
furious,i was very angry when i learned about what happened,i was very angry when i learned about what happened
furious,I cannot believe that my wife cheated on me!,My wife cheated on me! It's absurd!!
furious,"My puppy urinated on my outing cloth, I became so angry, that I tried to hit her","Oh yeah, I kept it to iron it, for me to come out and see her on my beautiful dress"
furious,I loaned some money to my friend at work. Turns out he quit a couple days ago and I won't be getting my money back as I have no way of contacting him..,I loaned some money to my friend at work. Turns out he quit a couple days ago and I won't be getting my money back as I have no way of contacting him..
furious,I caught one of my good friends stealing from my parents house.,I caught one of my friends doing something unforgivable.
furious,Someone stole money from my account!,"Someone stole money from my account and my bank won't help me, I can't believe this!"
furious,I was furious when my friend made fun of me in front of random strangers,I was furious when my friend made fun of me in front of random strangers.
furious,when my car insurance got turned off bc someone forgot to pay it,"My wife forgot to pay the car insurance, and i ended up getting pulled over!"
furious,Someone threw a pretzel at me at the baseball game. I was so mad at that guy.,Someone threw a pretzel at me at the baseball game.
furious,I feel mad when marketers try to con me,"I don't like scammy sales people, nothing good comes from it"
furious,I was so mad when my mom wanted divorce my dad. He did not deserve that,I was mad when my mom wanted to get a divorce. My dad did so much for her
furious,"when someone tell me a lie and i found it,i was at the peak of furious","hi, my friend,i have a request for you,please don't tell lie to me,if i found you were telling lie to me,it hurts me more and i am furious"
furious,I'm a guy with pretty thick skin. I can take the most politically incorrect or classless jokes and dish them back...but I become livid when someone insults my family for no reason,"I've got thick skin and can trade crass, classless, and politically disturbing jokes all day...but if someone insults my family with malice I go livid and deny all responsibility for whatever happens next"
furious,My daughter dropeed an entire carton of eggs in the kitchen.,My daughter just ruined a carton of eggs.
furious,Someone keyed my car at work today! Injust got the car last week!,Someone keyed my car at work today.
furious,My internet is started to act weird and its making me mad.,MY internet used to be awesome now it cuts out several times a day.
furious,i was pissed when i saw someone had put a dent in my door,i was pissed when i saw someone had put a dent in my door
furious,My neighbor stole a package from me. I know he did it because it was an outdoor planter I ordered that appeared on his porch a few days after my package went missing!,My neighbor stole a package from me.
furious,Somebody stole my package I ordered! I am so mad!,Somebody stole a package off my front door!
furious,Someone stole my phone!,"Last year, late at night someone stole my phone."
furious,i got so angry when a friend of mine tried to make a pass at my girlfriend. I am thinking about confronting him.,i was so angry when a friend of mine made a pass at my girlfriend
furious,I once caught my mother going through my phone,I cant believe my mother would go through my things!
furious,"I am furious, my step brother sold my laptop so that he could buy a new gaming station!",I have been feeling very angry lately! You will never guess what happened.
furious,Someone bumped the back of my car while they were talking on their phone. That really made me angry.,Someone bumped the back of my car while they were talking on their phone.
furious,I woke up this morning with car damage that happened while I was sleeping.,The cop said I will probably never find out who did it.
furious,"it makes me really mad to see homeless people on the street, i think there should not be that many homeless people makes me really mad",It really makes me angry to see that many homeless people on the street
furious,I was at work and my friend left to go to the bathroom and didn't come back for what seemed like 30 minutes! There were so many customers that I had to deal with!,I was at work and my friend left to go to the bathroom and didn't come back for what seemed like 30 minutes! There were so many customers that I had to deal with!
furious,I drove 4 hours to hang out with my family on a trip and we spent a total of about 2 hours together over 2 days. I wish I had just stayed home.,Recently my family had a trip that was very disorganized. Basically drove a long way to hang see my family for a handful of hours.
furious,My father took my game system from me once. I paid for the console myself and i went to his room and took it back and punched him.,So when i was a teenage my father took my game console away.
furious,I got a ticket earlier for driving 1 mile over the speed limit. I was so angry about it.,I got a ticket earlier for driving 1 mile over the speed limit.
furious,"I was recently really excited for a baseball game, but when we got there there was heavy rain and they cancelled the game.","I got in my car to go to a baseball game. I was really excited to see some of my favorite players. When I got there, heavy rain started to come down. Eventually they cancelled the game."
furious,I was pretty mad last week when my ac broke. It was very hot,I was pretty mad last week. My ac broke and it was so hot
furious,I was angry in teh supermarket this week. Parents weren't controlling their kids,I was angry in the supermarket this week
furious,I was sucker punched when I was 17. He broke his hand and ran away. I never got to punish him.,I was sucker punched when I was 17. The guy broke his hand and fled the scene. I saw him one time after this riding a bicycle but didn't do anything.
furious,MY daughter forgot to turn the oven off earlier. IT could have been a disaster,MY kid forgot to turn off the oven earlier
furious,Once i got the wrong order when i paid 600$ for my television. WHAT?,It was bad and ontop of it they refused to admit their mistake
furious,I am mad that the summer is almost over.,I am mad that the summer is almost over.
furious,I am so mad I can't play soccer this season.,I am so mad I can't play soccer this season.
furious,My little sister caught off a chunk of my hair when I was sleeping last night. She did it because I came up with a fun but mean nickname for her the day before. But that was way over the line!,My little sister caught off a chunk of my hair when I was sleeping last night. She did it because I came up with a fun but mean nickname for her the day before. But that was way over the line!
furious,it upset me to see that my dog to loose the other day,it upset me to see that my dog to loose the other day
grateful,My car broke down on the way to work yesterday. Luckily my mom was able to come get me and take me to work. She even dealt with getting my car into the shop for me.,My car broke down on my way to work yesterday.
grateful,I am so grateful that I know how to bake bread as it has fed me when I've been poor.,My biggest skill is being able to bake bread.
grateful,I am so glad I have my brother. He's great to talk to,I have an amazing brother. He's so great to talk to. I can tell him anything!
grateful,"I was eating at a restaurant. As I was leaving, one of the employees rushed over to me and gave me my phone I left there.","I was eating at a restaurant and as I was leaving, an employee there gave me my phone which I had left behind"
grateful,i am thankful for my supportive family,i am thankful for my supportive family
grateful,I'm really lucky to have the family that I do. We're all so very close knit and the togetherness really helps me get through some tough times. I'm so fortunate to be around them.,"I just moved back near family, and I'm feeling overwhelmed with how close knit everything is again."
grateful,I was jobless but recently I found a job. I will be able pay my bills and avoid be evicted from my appartment.,I was jobless but recently I found a job. I will be able pay my bills and avoid be evicted from my appartment.
